	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
5186	TX	2018.0	8	Expressions and Equations	8.6(A)		0	In a museum there is a sculpture in the shape of a cylinder. The cylinder has a diameter of 12 feet and a height of h feet. Which equation can be used to find V, the volume of the cylinder in cubic feet?	V = π(6)^2h	V = π( 6 h)^2	V = π(12)^2h	V = π(12h)^2		In a museum there is a sculpture in the shape of a cylinder. The cylinder has a diameter of 12 feet and a height of h feet. Which equation can be used to find V, the volume of the cylinder in cubic feet? V = π(6)^2h V = π( 6 h)^2 V = π(12)^2h V = π(12h)^2
5187	TX	2018.0	8	Expressions and Equations	8.8(C)		0	Julie started with 20 pieces of gum and gave away x pieces. Conrad started with 35 pieces of gum and gave away twice as many pieces as Julie did. How many pieces of gum did Julie give away if they had the same number of pieces of gum left?	18	5	15	8		Julie started with 20 pieces of gum and gave away x pieces. Conrad started with 35 pieces of gum and gave away twice as many pieces as Julie did. How many pieces of gum did Julie give away if they had the same number of pieces of gum left? 18 5 15 8
5188	TX	2018.0	8	Personal Financial Literacy	8.12(D)		0	An employee put $5,000.00 in a retirement account that offers 9% interest compounded annually. The employee makes no additional deposits or withdrawals. Which amount is closest to the interest the employee will have earned at the end of 5 years?	229.09	450	2250	2693.12		An employee put $5,000.00 in a retirement account that offers 9% interest compounded annually. The employee makes no additional deposits or withdrawals. Which amount is closest to the interest the employee will have earned at the end of 5 years? 229.09 450 2250 2693.12
5189	TX	2018.0	8	Measurement and Data	8.11(B)		0	The list shows the heights of 6 students in inches. 63, 70, 68, 73, 58, 67 What is the mean absolute deviation for these numbers?	24	66.5	4	67.5		The list shows the heights of 6 students in inches. 63, 70, 68, 73, 58, 67 What is the mean absolute deviation for these numbers? 24 66.5 4 67.5
5190	TX	2018.0	8	Geometry	8.10(C)		0	Pentagon VWXYZ is shown on the coordinate grid. A student reflected pentagon VWXYZ across the x-axis to create pentagon  V'W'X'Y'Z' . Which rule describes this transformation?	(x, y ) → (x , − y)	(x, y) → (x, y + 8)	(x, y) → (−y, x)	(x, y) → (−x, y)		Pentagon VWXYZ is shown on the coordinate grid. A student reflected pentagon VWXYZ across the x-axis to create pentagon  V'W'X'Y'Z' . Which rule describes this transformation?  (x, y ) → (x , − y) (x, y) → (x, y + 8) (x, y) → (−y, x) (x, y) → (−x, y)
5191	TX	2018.0	8	Number and Operations	8.2(D)		0	Which list shows these numbers in order from least to greatest? 37/6 , -5.171717171717 , √33 , -26/5	-26/5 ,  -5.171717171717 ,  37/6  , √33 ,	-5.171717171717 , -26/5 ,   37/6  , √33 ,	-26/5 ,  -5.171717171717 ,  √33 ,  37/6	-5.171717171717 ,  -26/5,  √33 ,   37/6		Which list shows these numbers in order from least to greatest? 37/6 , -5.171717171717 , √33 , -26/5  -26/5 ,  -5.171717171717 ,  37/6  , √33 ,   -5.171717171717 , -26/5 ,   37/6  , √33 ,  -26/5 ,  -5.171717171717 ,  √33 ,  37/6  -5.171717171717 ,  -26/5,  √33 ,   37/6
5192	TX	2018.0	8	Personal Financial Literacy	8.12(D)		0	An investor puts $2,500 into a life insurance policy that pays 8.5% simple annual interest. If no additional investment is made into the policy, how much accumulated interest should the investor expect at the end of 10 years?	21250	2125	212.5	21.25		An investor puts $2,500 into a life insurance policy that pays 8.5% simple annual interest. If no additional investment is made into the policy, how much accumulated interest should the investor expect at the end of 10 years? 21250 2125 212.5 21.25
5193	TX	2018.0	8	Expressions and Equations	8.8(B)		0	Which situation can be represented by this equation? 7x + 1 = 10x	Brody ran at a constant rate of 7 miles per hour in a race. Candice ran at a constant rate of 10 miles per hour in a race and started 1 mile in front of the starting point. What is x, the number of hours that Brody and Candice would have to run in order for their distance to be the same?	Brody played a game where he scored 8 points per hour. Candice played the game and scored 10 points per hour. What is x, the number of hours that Brody and Candice would each have to play the game in order for their scores to be the same?	Brody went to two different amusement parks. The first park charged $7 per hour and gave a 1% discount for showing a student ID. The other park charged $10 per hour. What is x, the number of hours that Brody would have to stay at each park to have to pay the same amount?	Brody rode his bicycle on two different days. The first day he rode 7 miles per hour and started 1 mile from his house. The second day he started from his house and rode 10 miles per hour. What is x, the number of hours that Brody would have to ride his bicycle to travel the same distance on both days?		Which situation can be represented by this equation? 7x + 1 = 10x Brody ran at a constant rate of 7 miles per hour in a race. Candice ran at a constant rate of 10 miles per hour in a race and started 1 mile in front of the starting point. What is x, the number of hours that Brody and Candice would have to run in order for their distance to be the same? Brody played a game where he scored 8 points per hour. Candice played the game and scored 10 points per hour. What is x, the number of hours that Brody and Candice would each have to play the game in order for their scores to be the same? Brody went to two different amusement parks. The first park charged $7 per hour and gave a 1% discount for showing a student ID. The other park charged $10 per hour. What is x, the number of hours that Brody would have to stay at each park to have to pay the same amount? Brody rode his bicycle on two different days. The first day he rode 7 miles per hour and started 1 mile from his house. The second day he started from his house and rode 10 miles per hour. What is x, the number of hours that Brody would have to ride his bicycle to travel the same distance on both days?
5194	TX	2018.0	8	Expressions and Equations	8.7(D)		0	The coordinates of the endpoints of QR are Q (8, 2) and R (5, 7).   Which measurement is closest to the length of QR in units?	5.8 units	5 units	4 units	3.9 units		The coordinates of the endpoints of QR are Q (8, 2) and R (5, 7).   Which measurement is closest to the length of QR in units? 5.8 units 5 units 4 units 3.9 units
5195	TX	2018.0	8	Ratios and Proportional Relationships	8.3(C)		0	A square with a perimeter of 20 units is graphed on a coordinate grid. The square is dilated by a scale factor of 0.4 with the origin as the center of dilation. If (x, y ) represents the location of any point on the original square, which ordered pair represents the coordinates of the corresponding point on the resulting square?	(20x, 20y)	(0.4x, 0.4y)	(x + 20, y + 20)	(x + 0.4, y + 0.4)		A square with a perimeter of 20 units is graphed on a coordinate grid. The square is dilated by a scale factor of 0.4 with the origin as the center of dilation. If (x, y ) represents the location of any point on the original square, which ordered pair represents the coordinates of the corresponding point on the resulting square? (20x, 20y) (0.4x, 0.4y) (x + 20, y + 20) (x + 0.4, y + 0.4)
5196	TX	2018.0	8	Ratios and Proportional Relationships	8.5(H)		0	Which situation could NOT represent a proportional relationship?	The number of gallons of water in x barrels with 42 gallons of water in each barrel	The amount an employee who makes $8.50 per hour earns in h hours	The weight in x weeks of a puppy that gains 2 pounds per week if its starting weight is 8 pounds	The cost of purchasing p pounds of bananas for $0.55 per pound		Which situation could NOT represent a proportional relationship? The number of gallons of water in x barrels with 42 gallons of water in each barrel The amount an employee who makes $8.50 per hour earns in h hours The weight in x weeks of a puppy that gains 2 pounds per week if its starting weight is 8 pounds The cost of purchasing p pounds of bananas for $0.55 per pound
5197	TX	2018.0	8	Expressions and Equations	8.7(C)		0	The dimensions of a rectangular piece of paper are 8.5 inches and 11 inches. Veronica folded the piece of paper along its diagonal. Which measurement is closest to the length of the diagonal in inches?	6.24 in.	19.5 in.	6.98 in.	13.9 in.		The dimensions of a rectangular piece of paper are 8.5 inches and 11 inches. Veronica folded the piece of paper along its diagonal. Which measurement is closest to the length of the diagonal in inches? 6.24 in. 19.5 in. 6.98 in. 13.9 in.
5198	TX	2018.0	8	Personal Financial Literacy	8.12(G)		0	The total cost of attending a state university is $19,700 for the first year. • A student’s grandparents will pay half of this cost.  • An athletic scholarship will pay another $5,000. Which amount is closest to the minimum that the student will need to save every month in order to pay off the remaining cost at the end of 12 months?	404.17	612.5	820.83	1029.17		The total cost of attending a state university is $19,700 for the first year. • A student’s grandparents will pay half of this cost.  • An athletic scholarship will pay another $5,000. Which amount is closest to the minimum that the student will need to save every month in order to pay off the remaining cost at the end of 12 months? 404.17 612.5 820.83 1029.17
5199	TX	2018.0	8	Ratios and Proportional Relationships	8.5(D)		1	Students in a science class investigated how the speed of sound changes with the air temperature outside. The data are shown in the scatterplot.  Based on the scatterplot, what is the best prediction of the speed of sound when the air temperature is 50°C?	350 m/s	355 m/s	360 m/s	365 m/s		Students in a science class investigated how the speed of sound changes with the air temperature outside. The data are shown in the scatterplot.  Based on the scatterplot, what is the best prediction of the speed of sound when the air temperature is 50°C? 350 m/s 355 m/s 360 m/s 365 m/s
5200	TX	2018.0	8	Expressions and Equations	8.7(C)		1	Natasha walked from the library to the grocery store and then to her house. The diagram shows the top view of the locations of these three places and their distances from each other.   Which measurement is closest to the shortest distance in miles from Natasha’s house to the library?	2.6 mi	1.9 mi	1.4 mi	2.3 mi		Natasha walked from the library to the grocery store and then to her house. The diagram shows the top view of the locations of these three places and their distances from each other.   Which measurement is closest to the shortest distance in miles from Natasha’s house to the library? 2.6 mi 1.9 mi 1.4 mi 2.3 mi
5201	TX	2018.0	8	Geometry	8.10(A)		1	Trapezoid PQRS is rotated 180° about the origin to form trapezoid P′Q′R′S′.  Which statement is true?	The sum of the angle measures of trapezoid PQRS is 180° less than the sum of the angle measures of trapezoid P′Q′R′S′.	Trapezoid PQRS is not congruent to trapezoid P′Q′R′S′.	The area of trapezoid PQRS is less than the area of trapezoid P′Q′R′S′.	The angle measures of trapezoid PQRS are equal to the corresponding angle measures of trapezoid P′Q′R′S′.		Trapezoid PQRS is rotated 180° about the origin to form trapezoid P′Q′R′S′.  Which statement is true? The sum of the angle measures of trapezoid PQRS is 180° less than the sum of the angle measures of trapezoid P′Q′R′S′. Trapezoid PQRS is not congruent to trapezoid P′Q′R′S′. The area of trapezoid PQRS is less than the area of trapezoid P′Q′R′S′. The angle measures of trapezoid PQRS are equal to the corresponding angle measures of trapezoid P′Q′R′S′.
5202	TX	2018.0	8	Ratios and Proportional Relationships	8.5(I)		1	Which function is best represented by this graph?	y = 1/4 x + 8	y = 1/4x −2	y = 4x −2	y = 4x + 8		Which function is best represented by this graph?  y = 1/4 x + 8   y = 1/4x −2  y = 4x −2 y = 4x + 8
5203	TX	2018.0	8	Expressions and Equations	8.8(D)		1	In each diagram, line k is parallel to line l, and line t intersects lines k and l.   Based on the diagrams, which statement is true?	The value of x is 79, because the two angles shown in each diagram are congruent.	The value of x is 101, because the two angles shown in each diagram are supplementary.	The value of x is greater than 90, because the two angles shown in each diagram are obtuse angles.	The value of x is 11, because the two angles shown in each diagram are complementary.		In each diagram, line k is parallel to line l, and line t intersects lines k and l.   Based on the diagrams, which statement is true? The value of x is 79, because the two angles shown in each diagram are congruent. The value of x is 101, because the two angles shown in each diagram are supplementary. The value of x is greater than 90, because the two angles shown in each diagram are obtuse angles. The value of x is 11, because the two angles shown in each diagram are complementary.
5204	TX	2018.0	8	Ratios and Proportional Relationships	8.3(C)		1	Triangle JKL is dilated with the origin as the center of dilation to create triangle J′K ′L′.  Which rule best represents the dilation that has been applied to triangle JKL to create triangle J′K ′L′?	(x, y) → (x + 6, y − 3)	(x, y) → (x + 4.5, y + 3)	(x, y ) → (  1/2x, 1/2y)	(x, y ) → ( 7/4x,  7/4y)		Triangle JKL is dilated with the origin as the center of dilation to create triangle J′K ′L′.  Which rule best represents the dilation that has been applied to triangle JKL to create triangle J′K ′L′? (x, y) → (x + 6, y − 3) (x, y) → (x + 4.5, y + 3)  (x, y ) → (  1/2x, 1/2y)  (x, y ) → ( 7/4x,  7/4y)
5205	TX	2018.0	8	Ratios and Proportional Relationships	8.4(C)		1	A gym charges a membership fee plus an additional fee per yoga class. The table shows the linear relationship between the number of yoga classes taken and the total cost including the membership fee.  Which statement is true?	The additional fee per yoga class is $3.75.	The additional fee per yoga class is $8.25.	The membership fee is $35.00.	The membership fee is $42.50.		A gym charges a membership fee plus an additional fee per yoga class. The table shows the linear relationship between the number of yoga classes taken and the total cost including the membership fee.  Which statement is true? The additional fee per yoga class is $3.75. The additional fee per yoga class is $8.25. The membership fee is $35.00. The membership fee is $42.50.
5206	TX	2018.0	8	Expressions and Equations	8.7(A)		1	Snacks at a county fair are sold in containers shaped like a cone or a cylinder. The dimensions of each container are shown in the drawing.   Which statement about the volumes of the cone and the cylinder is true?	The volume of the cylinder is about 377 cubic inches greater than the volume of the cone.	The volume of the cylinder is about 377 cubic inches less than the volume of the cone.	The volume of the cylinder is about 25 cubic inches greater than the volume of the cone.	The volume of the cylinder is about 25 cubic inches less than the volume of the cone.		Snacks at a county fair are sold in containers shaped like a cone or a cylinder. The dimensions of each container are shown in the drawing.   Which statement about the volumes of the cone and the cylinder is true? The volume of the cylinder is about 377 cubic inches greater than the volume of the cone. The volume of the cylinder is about 377 cubic inches less than the volume of the cone. The volume of the cylinder is about 25 cubic inches greater than the volume of the cone. The volume of the cylinder is about 25 cubic inches less than the volume of the cone.
5207	TX	2018.0	8	Ratios and Proportional Relationships	8.5(I)		1	The ticket sales for a concert started at 4:00 P.M. The table shows the linear relationship between the number of tickets remaining and the number of hours since 4:00 P.M.  Which function can be used to find y, the number of tickets remaining x hours since 4:00 P.M.?	y = 3,000x + 12,000	y = 3,000x + 15,000	y = −3,000x + 12,000	y = −3,000x + 15,000		The ticket sales for a concert started at 4:00 P.M. The table shows the linear relationship between the number of tickets remaining and the number of hours since 4:00 P.M.  Which function can be used to find y, the number of tickets remaining x hours since 4:00 P.M.? y = 3,000x + 12,000 y = 3,000x + 15,000 y = −3,000x + 12,000 y = −3,000x + 15,000
5208	TX	2018.0	8	Geometry	8.10(C)		1	Triangle RST is translated 6 units to the left and 4 units up to create triangle R′S′T ′.   Which rule best describes this transformation?	(x, y ) → (6x, −4y)	(x, y ) → (− 6x, 4y)	(x, y) → (x + 6, y − 4)	(x, y) → (x − 6, y + 4)		Triangle RST is translated 6 units to the left and 4 units up to create triangle R′S′T ′.   Which rule best describes this transformation? (x, y ) → (6x, −4y) (x, y ) → (− 6x, 4y) (x, y) → (x + 6, y − 4) (x, y) → (x − 6, y + 4)
5209	TX	2018.0	8	Ratios and Proportional Relationships	8.5(D)		1	Phil collected data from several of his friends about the number of hours they spent sleeping and the number of hours they spent playing video games on Saturday. He recorded the data in the scatterplot. S  Based on the scatterplot, what is the best prediction of the number of hours one of Phil’s friends spends sleeping when the friend spends 1 hour playing video games?	9 hours	8 hours	10 hours	7 hours		Phil collected data from several of his friends about the number of hours they spent sleeping and the number of hours they spent playing video games on Saturday. He recorded the data in the scatterplot. S  Based on the scatterplot, what is the best prediction of the number of hours one of Phil’s friends spends sleeping when the friend spends 1 hour playing video games? 9 hours 8 hours 10 hours 7 hours
5210	TX	2018.0	8	Ratios and Proportional Relationships	8.3(A)		1	Figure I and Figure II are similar quadrilaterals.  Which proportion must be true?	a/b = 8/2	3.2/2 = a/8	b/6.4 = 8/5	2/3.2  = b/a		Figure I and Figure II are similar quadrilaterals.  Which proportion must be true?  a/b = 8/2 3.2/2 = a/8 b/6.4 = 8/5 2/3.2  = b/a
5211	TX	2018.0	8	Expressions and Equations	8.7(B)		1	An architect uses a cylindrical container to protect her blueprints. The dimensions of the cylinder are shown in the diagram.   Which measurement is closest to the total surface area of the container in square inches?	424.12 in.^2	791.68 in.^2	339.29 in.^2	282.74 in.^2		An architect uses a cylindrical container to protect her blueprints. The dimensions of the cylinder are shown in the diagram.   Which measurement is closest to the total surface area of the container in square inches? 424.12 in.^2 791.68 in.^2 339.29 in.^2 282.74 in.^2
5212	TX	2018.0	8	Number and Operations	8.2(B)		1	Point Q is shown on the number line.  Which value is best represented by point Q?	√5.4	√29.5	√35.5	√5.9		Point Q is shown on the number line.  Which value is best represented by point Q? √5.4 √29.5 √35.5 √5.9
5353	TX	2019.0	8	Ratios and Proportional Relationships	8.3(C)		0	A polygon will be dilated on a coordinate grid to create a smaller polygon. The polygon is dilated using the origin as the center of dilation. Which rule could represent this dilation?	(x, y) -> (0.5 - x, 0.5 - y)	(x, y) -> (x - 7, y - 7)	(x, y ) -> ( 5/4x, 5/4y)	(x, y) -> (0.9x, 0.9y)		A polygon will be dilated on a coordinate grid to create a smaller polygon. The polygon is dilated using the origin as the center of dilation. Which rule could represent this dilation? (x, y) -> (0.5 - x, 0.5 - y) (x, y) -> (x - 7, y - 7)   (x, y ) -> ( 5/4x, 5/4y)  (x, y) -> (0.9x, 0.9y)
5354	TX	2019.0	8	Expressions and Equations	8.8(C)		0	Aquarium I contains 4.6 gallons of water. Louise will begin filling Aquarium I at a rate of 1.2 gallons per minute. Aquarium II contains 54.6 gallons of water. Isaac will begin draining Aquarium II at a rate of 0.8 gallon per minute. After how many minutes will both aquariums contain the same amount of water?	148 min	125 min	25 min	50 min		Aquarium I contains 4.6 gallons of water. Louise will begin filling Aquarium I at a rate of 1.2 gallons per minute. Aquarium II contains 54.6 gallons of water. Isaac will begin draining Aquarium II at a rate of 0.8 gallon per minute. After how many minutes will both aquariums contain the same amount of water? 148 min 125 min 25 min 50 min
5355	TX	2019.0	8	Expressions and Equations	8.7(C)		0	The width of a rectangle is 4 feet, and the diagonal length of the rectangle is 13 feet. Which measurement is closest to the length of this rectangle in feet?	9 ft	17 ft	12.4 ft	13.6 ft		The width of a rectangle is 4 feet, and the diagonal length of the rectangle is 13 feet. Which measurement is closest to the length of this rectangle in feet? 9 ft 17 ft 12.4 ft 13.6 ft
5356	TX	2019.0	8	Personal Financial Literacy	8.12(A)		0	Two customers took out loans from a bank. • Henry took out a 4-year loan for $5,000 and paid 4.2% annual simple interest. • Ingrid took out a 6-year loan for $5,000 and paid 3.9% annual simple interest. What is the difference between the amounts of interest Henry and Ingrid paid for their loans?	417	150	60	330		Two customers took out loans from a bank. • Henry took out a 4-year loan for $5,000 and paid 4.2% annual simple interest. • Ingrid took out a 6-year loan for $5,000 and paid 3.9% annual simple interest. What is the difference between the amounts of interest Henry and Ingrid paid for their loans? 417 150 60 330
5357	TX	2019.0	8	Ratios and Proportional Relationships	8.5(I)		0	A coach is ordering shirts for a team. • The coach pays a one-time fee of $24. • The coach also pays $8 for each shirt ordered. Which function can be used to find c, the total amount the coach pays in dollars when k shirts are ordered?	c = 8k + 32	c = 8k + 24	c = 32k + 8	c = 24k + 8		A coach is ordering shirts for a team. • The coach pays a one-time fee of $24. • The coach also pays $8 for each shirt ordered. Which function can be used to find c, the total amount the coach pays in dollars when k shirts are ordered? c = 8k + 32 c = 8k + 24 c = 32k + 8 c = 24k + 8
5358	TX	2019.0	8	Expressions and Equations	8.8(C)		0	What value of x makes this equation true? 12x - 15 = 6 - 3x	7 / 3	3 / 7	5 / 7	7 / 5		What value of x makes this equation true? 12x - 15 = 6 - 3x   7 / 3  3 / 7  5 / 7  7 / 5
5359	TX	2019.0	8	Geometry	8.10(D)		0	Quadrilateral KMPT is dilated by a scale factor of 3/4 to create quadrilateral K ′M′P′T′ . The  perimeter of quadrilateral KMPT is x units. What is the perimeter in units of quadrilateral K′M′P′T ?	x units	3/4x units	(3/4)^2  x units	4/3x units		Quadrilateral KMPT is dilated by a scale factor of 3/4 to create quadrilateral K ′M′P′T′ . The  perimeter of quadrilateral KMPT is x units. What is the perimeter in units of quadrilateral K′M′P′T ?  x units 3/4x units (3/4)^2  x units 4/3x units
5360	TX	2019.0	8	Ratios and Proportional Relationships	8.3(C)		0	A polygon is graphed on a coordinate grid with (x, y) representing the location of a certain point on the polygon. The polygon is transformed using the rule (x, y) -> (ax, ay). Which statement must be true?	If a is greater than 1, the image of the polygon is congruent to the polygon.	If a is between 0 and 1, the image of the polygon is congruent to the polygon.	If a is greater than 1, the image of the polygon is smaller than the polygon.	If a is between 0 and 1, the image of the polygon is smaller than the polygon.		A polygon is graphed on a coordinate grid with (x, y) representing the location of a certain point on the polygon. The polygon is transformed using the rule (x, y) -> (ax, ay). Which statement must be true? If a is greater than 1, the image of the polygon is congruent to the polygon. If a is between 0 and 1, the image of the polygon is congruent to the polygon. If a is greater than 1, the image of the polygon is smaller than the polygon. If a is between 0 and 1, the image of the polygon is smaller than the polygon.
5361	TX	2019.0	8	Expressions and Equations	8.8(B)		0	At a store each notebook has a cost of x dollars. Which situation can be represented by this inequality? 5x < 3x + 2	The cost of 5 notebooks is greater than the cost of 3 notebooks plus a $2 pen.	The cost of 5 notebooks is less than the cost of 3 notebooks with a $2-off coupon.	The cost of 5 notebooks is less than the cost of 3 notebooks plus a $2 pen.	The cost of 5 notebooks is $2 greater than the price of 3 notebooks.		At a store each notebook has a cost of x dollars. Which situation can be represented by this inequality? 5x < 3x + 2 The cost of 5 notebooks is greater than the cost of 3 notebooks plus a $2 pen. The cost of 5 notebooks is less than the cost of 3 notebooks with a $2-off coupon. The cost of 5 notebooks is less than the cost of 3 notebooks plus a $2 pen. The cost of 5 notebooks is $2 greater than the price of 3 notebooks.
5362	TX	2019.0	8	Expressions and Equations	8.7(B)		0	A can in the shape of a cylinder has a diameter of 6 centimeters and a height of 10 centimeters. Which measurement is closest to the total surface area of the can in square centimeters?	603.19 cm^2	245.04 cm^2	376.99 cm^2	188.50 cm^2		A can in the shape of a cylinder has a diameter of 6 centimeters and a height of 10 centimeters. Which measurement is closest to the total surface area of the can in square centimeters? 603.19 cm^2 245.04 cm^2 376.99 cm^2 188.50 cm^2
5363	TX	2019.0	8	Number and Operations	8.2(C)		0	The density of oxygen is 0.001429 grams per cubic centimeter. How is this number written in scientific notation?	1.429 × 10^3	1.429 × 10^2	1.429 × 10^-3	1.429 × 10^-2		The density of oxygen is 0.001429 grams per cubic centimeter. How is this number written in scientific notation? 1.429 × 10^3 1.429 × 10^2 1.429 × 10^-3 1.429 × 10^-2
5364	TX	2019.0	8	Expressions and Equations	8.8(A)		0	Helen had $330 in her savings account when Vince opened a savings account with zero dollars.  • Helen deposited $30 into her account each week for x weeks.  •  Vince deposited $50 into his account each week for x weeks.  • The accounts did not earn interest. Which inequality represents this situation when the amount of money in Helen’s account was greater than the amount of money in Vince’s account?	30x < 330 + 50x	50x > 330 + 30x	30x > 330 + 50x	50x < 330 + 30x		Helen had $330 in her savings account when Vince opened a savings account with zero dollars.  • Helen deposited $30 into her account each week for x weeks.  •  Vince deposited $50 into his account each week for x weeks.  • The accounts did not earn interest. Which inequality represents this situation when the amount of money in Helen’s account was greater than the amount of money in Vince’s account? 30x < 330 + 50x 50x > 330 + 30x 30x > 330 + 50x 50x < 330 + 30x
5365	TX	2019.0	8	Expressions and Equations	8.7(A)		0	The height of a cylinder is 5 centimeters. The circumference of the base of the cylinder is 16π centimeters. Which measurement is closest to the volume of the cylinder in cubic centimeters?	251.3 cm^3	4,021.2 cm^3	1,005.3 cm^3	628.3 cm^3		The height of a cylinder is 5 centimeters. The circumference of the base of the cylinder is 16π centimeters. Which measurement is closest to the volume of the cylinder in cubic centimeters? 251.3 cm^3 4,021.2 cm^3 1,005.3 cm^3 628.3 cm^3
5366	TX	2019.0	8	Ratios and Proportional Relationships	8.5(G)		0	Which set of ordered pairs represents y as a function of x?	{(0, 0), ( -1, 2), ( -1, -2), (-2, 4), ( -2, -4)}	{(0, 0), (1, 1), (2, 4), (3, 9), (3, 16)}	{(0, 0), (0, 1), (0, 2), (0, -1), (0, -2)}	{(0, 0), ( -1, 0.5), ( -2, -1), ( -3, -1.5), ( -4, -2)}		Which set of ordered pairs represents y as a function of x? {(0, 0), ( -1, 2), ( -1, -2), (-2, 4), ( -2, -4)} {(0, 0), (1, 1), (2, 4), (3, 9), (3, 16)} {(0, 0), (0, 1), (0, 2), (0, -1), (0, -2)} {(0, 0), ( -1, 0.5), ( -2, -1), ( -3, -1.5), ( -4, -2)}
5367	TX	2019.0	8	Personal Financial Literacy	8.12(D)		0	Gabriel deposits $2,500 into each of two savings accounts. • Account I earns 4% annual simple interest. • Account II earns 4% interest compounded annually. Gabriel does not make any additional deposits or withdrawals. What is the sum of the balances of Account I and Account II at the end of 3 years?	5600	5612.16	5624.32	5200		Gabriel deposits $2,500 into each of two savings accounts. • Account I earns 4% annual simple interest. • Account II earns 4% interest compounded annually. Gabriel does not make any additional deposits or withdrawals. What is the sum of the balances of Account I and Account II at the end of 3 years? 5600 5612.16 5624.32 5200
5368	TX	2019.0	8	Geometry	8.10(C)		0	Quadrilateral PQRS was translated 5 units to the right and 3 units up to create quadrilateral P′Q′R′S′. W hich rule describes this transformation?	(x, y) -> (x - 5, y - 3)	(x, y) -> (x + 5, y + 3)	(x, y)  -> (x - 3, y  -5)	(x, y) -> (x + 3, y + 5)		Quadrilateral PQRS was translated 5 units to the right and 3 units up to create quadrilateral P′Q′R′S′. W hich rule describes this transformation? (x, y) -> (x - 5, y - 3) (x, y) -> (x + 5, y + 3) (x, y)  -> (x - 3, y  -5) (x, y) -> (x + 3, y + 5)
5369	TX	2019.0	8	Expressions and Equations	8.7(A)		1	A sphere and its dimension are shown in the diagram. Which measurement is closest to the volume of the sphere in cubic inches?	1,325.4 in.^3	188.5 in.^3	94.2 in.^3	1,767.1 in.^3		A sphere and its dimension are shown in the diagram. Which measurement is closest to the volume of the sphere in cubic inches? 1,325.4 in.^3 188.5 in.^3 94.2 in.^3 1,767.1 in.^3
5370	TX	2019.0	8	Expressions and Equations	8.9(A)		1	The two lines graphed on the coordinate grid each represent an equation.   Which ordered pair represents a solution to both equations?	( -4, 0 )	( -3, 3 )	(3, -3)	(0, 4)		The two lines graphed on the coordinate grid each represent an equation.   Which ordered pair represents a solution to both equations? ( -4, 0 ) ( -3, 3 ) (3, -3) (0, 4)
5371	TX	2019.0	8	Ratios and Proportional Relationships	8.3(A)		1	Figure I and Figure II are similar figures. Which proportion must be true?	RS/AB = TU/CD	TU/AB = UV/AF	ST/EF = WR/CD	WV/AB = ST/EF		Figure I and Figure II are similar figures. Which proportion must be true? RS/AB = TU/CD TU/AB = UV/AF ST/EF = WR/CD WV/AB = ST/EF
5372	TX	2019.0	8	Geometry	8.10(C)		1	Triangle ABC was transformed to create triangle A′B′C′. Which rule best describes this transformation?	(x, y ) -> (x, y -7)	(x, y ) -> (x, -y)	(x, y ) -> (x - 7, y)	(x, y) -> ( -x, y)		Triangle ABC was transformed to create triangle A′B′C′. Which rule best describes this transformation? (x, y ) -> (x, y -7) (x, y ) -> (x, -y) (x, y ) -> (x - 7, y) (x, y) -> ( -x, y)
5373	TX	2019.0	8	Expressions and Equations	8.6(A)		1	A silo is a building shaped like a cylinder used to store grain. The diameter of a particular silo is 6.5 meters, and the height of the silo is 12 meters.   Which equation can be used to find V, the volume of this silo in cubic meters?	V = π(3.25)^2 (12)	V = π(6.5)^2 (12)	V = π(12)^2 (3.25)	V = π(6)^2 (6.5)		A silo is a building shaped like a cylinder used to store grain. The diameter of a particular silo is 6.5 meters, and the height of the silo is 12 meters.   Which equation can be used to find V, the volume of this silo in cubic meters? V = π(3.25)^2 (12) V = π(6.5)^2 (12) V = π(12)^2 (3.25) V = π(6)^2 (6.5)
5374	TX	2019.0	8	Measurement and Data	8.11(A)		1	The scatterplot shows the energy in watts and the light output in lumens per watt of several lightbulbs.  Which statement best describes the association between the energy and light output of these lightbulbs?	As the energy increases, the light output increases.	As the energy increases, the light output decreases.	As the energy increases, the light output remains the same.	There is no apparent association between the energy and light output.		The scatterplot shows the energy in watts and the light output in lumens per watt of several lightbulbs.  Which statement best describes the association between the energy and light output of these lightbulbs? As the energy increases, the light output increases. As the energy increases, the light output decreases. As the energy increases, the light output remains the same. There is no apparent association between the energy and light output.
5375	TX	2019.0	8	Number and Operations	8.2(D)		1	The table shows the completion times of four runners in a race.   Which list shows the runners in order by their completion times from fastest to slowest?	Patty, Joe, Steve, Ellen	Ellen, Joe, Steve, Patty	Ellen, Steve, Joe, Patty	Patty, Steve, Joe, Ellen		The table shows the completion times of four runners in a race.   Which list shows the runners in order by their completion times from fastest to slowest? Patty, Joe, Steve, Ellen Ellen, Joe, Steve, Patty Ellen, Steve, Joe, Patty Patty, Steve, Joe, Ellen
