	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
4423	TX	2014.0	3	Numerical Representations and Relationships	3.2(C)		1	Isaac divided a figure into 7 pieces and shaded part of the figure as shown below. Isaac said that 5/7 of the figure is shaded. Is he correct?	Yes, because 5 out of 7 pieces are shaded	No, because 2 out of 5 pieces are shaded	Yes, because 5 equal-size pieces are shaded	No, because the 5 shaded pieces are not equal in size		Isaac divided a figure into 7 pieces and shaded part of the figure as shown below. Isaac said that 5/7 of the figure is shaded. Is he correct?  Yes, because 5 out of 7 pieces are shaded No, because 2 out of 5 pieces are shaded Yes, because 5 equal-size pieces are shaded No, because the 5 shaded pieces are not equal in size
4424	TX	2014.0	3		3.11(B)		1	Adam has 60 inches of ribbon. He wants to use the ribbon to make a border around the perimeter of a rectangular picture. The dimensions of the picture are shown below. Does Adam have enough ribbon to make a border around this picture?	No, because 19 + 19 + 15 + 15 = 68, and 68 > 60	Yes, because 19 + 15 = 34, and 60 > 34	No, because 19 + 19 + 19 + 19 = 76, and 76 > 60	Yes, because 15 + 15 + 15 + 15 = 60, and 60 = 60		Adam has 60 inches of ribbon. He wants to use the ribbon to make a border around the perimeter of a rectangular picture. The dimensions of the picture are shown below. Does Adam have enough ribbon to make a border around this picture? No, because 19 + 19 + 15 + 15 = 68, and 68 > 60 Yes, because 19 + 15 = 34, and 60 > 34 No, because 19 + 19 + 19 + 19 = 76, and 76 > 60 Yes, because 15 + 15 + 15 + 15 = 60, and 60 = 60
4425	TX	2014.0	3	Data Analysis and Personal Financial Literacy	3.8(A)		1	The figures in Set Q share a characteristic. Set Q These figures do not share the characteristic. Which statement best describes the characteristic shared by the figures in Set Q?	The figures are all polygons.	The figures are all quadrilaterals.	The figures are all pentagons.	The figures are all hexagons.		The figures in Set Q share a characteristic. Set Q These figures do not share the characteristic. Which statement best describes the characteristic shared by the figures in Set Q? The figures are all polygons. The figures are all quadrilaterals. The figures are all pentagons. The figures are all hexagons.
4426	TX	2014.0	3	Numerical Representations and Relationships	3.3(B)		1	The table below shows the number of coats and sweaters donated during aclothing drive.  What is the difference between the number of coats and the number of sweaters donated during the clothing drive?	307	127	117	227		The table below shows the number of coats and sweaters donated during aclothing drive.  What is the difference between the number of coats and the number of sweaters donated during the clothing drive? 307 127 117 227
4427	TX	2014.0	3	Operations and Algebraic Thinking	3.4(C)		1	There are 18 trumpets in a music room. These trumpets will be placed in 3 equal rows. Which number sentence can be used to find the number of trumpets in each row?	18 × 3 = 54	18 × 2 = 36	18 ÷ 2 = 9	18 ÷ 3 = 6		There are 18 trumpets in a music room. These trumpets will be placed in 3 equal rows. Which number sentence can be used to find the number of trumpets in each row? 18 × 3 = 54 18 × 2 = 36 18 ÷ 2 = 9 18 ÷ 3 = 6
4428	TX	2014.0	3	Numerical Representations and Relationships	3.3(B)		1	The table below shows the number of textbooks for five subjects at a school.   What is the total number of math, reading, and language textbooks at this school?	609	1028	699	599		The table below shows the number of textbooks for five subjects at a school.   What is the total number of math, reading, and language textbooks at this school? 609 1028 699 599
4429	TX	2014.0	3		3.11(B)		1	Melinda drew the figure shown below. Use the ruler provided to measure the length of each side of the figure to the nearest centimeter.   What is the perimeter in centimeters of the figure Melinda drew?	45 cm	31 cm	36 cm	26 cm		Melinda drew the figure shown below. Use the ruler provided to measure the length of each side of the figure to the nearest centimeter.   What is the perimeter in centimeters of the figure Melinda drew? 45 cm 31 cm 36 cm 26 cm
4430	TX	2014.0	3	Geometry	3.7(B)		1	The table below shows the number of airplanes that landed in different numbers of hours at an airport.   The same number of airplanes landed each hour. How many airplanes landed in 9  hours at the airport?	80, because 50 + 30 = 80	4 5, because 9 × 5 = 45	90, because 9 × 10 = 90	50, because 100 − 50 = 50		The table below shows the number of airplanes that landed in different numbers of hours at an airport.   The same number of airplanes landed each hour. How many airplanes landed in 9  hours at the airport? 80, because 50 + 30 = 80 4 5, because 9 × 5 = 45 90, because 9 × 10 = 90 50, because 100 − 50 = 50
4431	TX	2014.0	3		3.10(A)		1	What number does point N represent on the ruler below?	10 3/4	11 1/4	11	11 3/4		What number does point N represent on the ruler below?  10 3/4 11 1/4 11 11 3/4
4640	TX	2016.0	3	Operations and Algebraic Thinking	3.4(G)		0	The members of a gym use 98 towels every day. How many towels are used in 7 days?	636	14	686	91		The members of a gym use 98 towels every day. How many towels are used in 7 days? 636 14 686 91
4641	TX	2016.0	3	Operations and Algebraic Thinking	3.5(A)		0	Rita had two boxes of ribbons.  • She had 37 large ribbons in the first box.  • She had 56 small ribbons in the second box. • She gave 28 of the large ribbons to her sister. Which number sentence can be used to find the number of ribbons Rita had left in the two boxes?	56 + 28 + 37 = __	37  - 28 + 56 = __	37 + 28 - 56 = __	56 + 28 - 37 = __		Rita had two boxes of ribbons.  • She had 37 large ribbons in the first box.  • She had 56 small ribbons in the second box. • She gave 28 of the large ribbons to her sister. Which number sentence can be used to find the number of ribbons Rita had left in the two boxes? 56 + 28 + 37 = __ 37  - 28 + 56 = __  37 + 28 - 56 = __ 56 + 28 - 37 = __
4642	TX	2016.0	3	Operations and Algebraic Thinking	3.4(A)		0	Wanda traveled on an airplane three times last year.  • In January she traveled 278 miles.  • In April she traveled 652 miles. •  In September she traveled 767 miles. How many more miles did Wanda travel in January and April combined than she traveled in September?	930 mi	147 mi	163 mi	237 mi		Wanda traveled on an airplane three times last year.  • In January she traveled 278 miles.  • In April she traveled 652 miles. •  In September she traveled 767 miles. How many more miles did Wanda travel in January and April combined than she traveled in September? 930 mi 147 mi 163 mi 237 mi
4643	TX	2016.0	3	Geometry	3.7(D)		0	Patrick’s class collected boxes of food for charity. Which unit of measurement should be used to measure the weight of the boxes of food?	Quarts	Pounds	Gallons	Fluid ounces		Patrick’s class collected boxes of food for charity. Which unit of measurement should be used to measure the weight of the boxes of food? Quarts Pounds Gallons Fluid ounces
4644	TX	2016.0	3	Numerical Representations and Relationships	3.2(A)		0	Which expression represents the number 867?	80 + 60 + 70	800 + 6 + 7	500 + 300 + 50 + 10 + 7	500 + 300 + 60 + 70		Which expression represents the number 867? 80 + 60 + 70 800 + 6 + 7 500 + 300 + 50 + 10 + 7 500 + 300 + 60 + 70
4645	TX	2016.0	3	Data Analysis and Personal Financial Literacy	3.9(D)		0	Mrs. Williams borrowed $6,000 from a bank to pay for some home repairs. She paid $7,500 back to the bank. Which of these is the most likely reason Mrs. Williams paid the bank more than the amount she borrowed?	She made a mistake in calculating the amount she needed to pay back.	She actually needed more than $6,000 for the home repairs.	She had to pay interest on the amount of money she borrowed.	She had to pay sales tax on the amount of money she borrowed.		Mrs. Williams borrowed $6,000 from a bank to pay for some home repairs. She paid $7,500 back to the bank. Which of these is the most likely reason Mrs. Williams paid the bank more than the amount she borrowed? She made a mistake in calculating the amount she needed to pay back. She actually needed more than $6,000 for the home repairs. She had to pay interest on the amount of money she borrowed. She had to pay sales tax on the amount of money she borrowed.
4646	TX	2016.0	3	Numerical Representations and Relationships	3.3(H)		0	Bailey and Dylan each had pies that were the same size. Bailey ate 1/3 of his pie.  Dylan ate 1/4 of his pie. Which statement is true?	The boys ate the same amount of pie, because both fractions have a numerator of 1.	Bailey ate more pie, because each slice of a pie cut into 3 equal parts is larger than each slice of pie cut into 4 equal parts.	Dylan ate more pie, because a denominator of 4 is larger than a denominator of 3.	There is not enough information to determine who ate more pie.		Bailey and Dylan each had pies that were the same size. Bailey ate 1/3 of his pie.  Dylan ate 1/4 of his pie. Which statement is true? The boys ate the same amount of pie, because both fractions have a numerator of 1. Bailey ate more pie, because each slice of a pie cut into 3 equal parts is larger than each slice of pie cut into 4 equal parts. Dylan ate more pie, because a denominator of 4 is larger than a denominator of 3. There is not enough information to determine who ate more pie.
4647	TX	2016.0	3	Operations and Algebraic Thinking	3.4(J)		0	There are a total of 36 bicycles in 6 rows at a bicycle shop. There are the same number of bicycles in each row. Which equation can be used to find the number of bicycles in each row?	6 × 6 = 36	36 - 6 = 30	36 × 6 = 216	6 + 6 = 12		There are a total of 36 bicycles in 6 rows at a bicycle shop. There are the same number of bicycles in each row. Which equation can be used to find the number of bicycles in each row? 6 × 6 = 36 36 - 6 = 30  36 × 6 = 216 6 + 6 = 12
4648	TX	2016.0	3	Operations and Algebraic Thinking	3.4(K)		0	There are two different vegetables in a garden.  • There are 5 rows that have 16 carrot plants in each row.  • There are 72 spinach plants. How many vegetable plants are there in the garden?	152	88	93	122		There are two different vegetables in a garden.  • There are 5 rows that have 16 carrot plants in each row.  • There are 72 spinach plants. How many vegetable plants are there in the garden? 152 88 93 122
4649	TX	2016.0	3	Numerical Representations and Relationships	3.4(I)		0	Which statement about the number 34 is true?	It is odd, because the digit in the tens place is odd.	It is even, because the digit in the tens place is even.	It is odd, because it can be divided by 3 evenly.	It is even, because it can be divided by 2 evenly.		Which statement about the number 34 is true? It is odd, because the digit in the tens place is odd. It is even, because the digit in the tens place is even. It is odd, because it can be divided by 3 evenly. It is even, because it can be divided by 2 evenly.
4650	TX	2016.0	3	Operations and Algebraic Thinking	3.5(B)		0	To make posters, 6 students each collected 8 pictures of animals. The students peut 4 animal pictures on each poster they made. Which equation shows one way to find the number of posters the students made?	6 + 8 + 4 = 18	6 x 8 ÷ 4 = 12	6 x 8 x 4 = 192	6 + 8 - 4 = 10		To make posters, 6 students each collected 8 pictures of animals. The students peut 4 animal pictures on each poster they made. Which equation shows one way to find the number of posters the students made? 6 + 8 + 4 = 18 6 x 8 ÷ 4 = 12 6 x 8 x 4 = 192 6 + 8 - 4 = 10
4651	TX	2016.0	3	Geometry	3.7(B)		0	A triangular sign has a perimeter of 44 centimeters. Two of the sides are each 14 centimeters long. What is the length of the third side in centimeters?	28 cm	16 cm	30 cm	14 cm		A triangular sign has a perimeter of 44 centimeters. Two of the sides are each 14 centimeters long. What is the length of the third side in centimeters?  28 cm 16 cm 30 cm 14 cm
4652	TX	2016.0	3	Numerical Representations and Relationships	3.2(A)		0	The sum of 8 ten thousands, 4 hundreds, and 9 tens can be expressed as what number in standard form?	80490	8490	849	80049		The sum of 8 ten thousands, 4 hundreds, and 9 tens can be expressed as what number in standard form? 80490 8490 849 80049
4653	TX	2016.0	3	Operations and Algebraic Thinking	3.4(B)		0	Vicente hung three posters in his bedroom.  • The first poster had a length of 59 centimeters.  • The second poster had a length of 92 centimeters.  • The third poster had a length of 127 centimeters. What is the best estimate of the total length of these three posters in centimeters?	260 cm	350 cm	240 cm	280 cm		Vicente hung three posters in his bedroom.  • The first poster had a length of 59 centimeters.  • The second poster had a length of 92 centimeters.  • The third poster had a length of 127 centimeters. What is the best estimate of the total length of these three posters in centimeters? 260 cm 350 cm 240 cm 280 cm
4654	TX	2016.0	3	Operations and Algebraic Thinking	3.4(K)		0	Ms. Losoya has 72 index cards. She will arrange the cards in 6 equal stacks. How many index cards will be in each stack?	12	9	78	66		Ms. Losoya has 72 index cards. She will arrange the cards in 6 equal stacks. How many index cards will be in each stack? 12 9 78 66
4655	TX	2016.0	3	Numerical Representations and Relationships	3.2(D)		0	The list shows three clues about a number.  • The number is greater than 85,629.  • The number is less than 88,231.  • The number has a digit greater than 6 in the hundreds place. Which of these could be the number described?	88165	85625	88930	87720		The list shows three clues about a number.  • The number is greater than 85,629.  • The number is less than 88,231.  • The number has a digit greater than 6 in the hundreds place. Which of these could be the number described? 88165 85625 88930 87720
4656	TX	2016.0	3	Geometry	3.6(C)		0	Donte counted the square tiles on a rectangular floor at his school. Each tile had an area of 1 square foot. On the floor there were 9 rows of tiles and 36 tiles in each row. What is the area of the floor in square feet?	360 square feet	45 square feet	324 square feet	90 square feet		Donte counted the square tiles on a rectangular floor at his school. Each tile had an area of 1 square foot. On the floor there were 9 rows of tiles and 36 tiles in each row. What is the area of the floor in square feet? 360 square feet 45 square feet 324 square feet 90 square feet
4657	TX	2016.0	3	Operations and Algebraic Thinking	3.5(D)		0	What number goes in the  __ to make a true statement?  __× 5 = 45	50	8	9	40		What number goes in the  __ to make a true statement?  __× 5 = 45 50 8 9 40
4658	TX	2016.0	3	Data Analysis and Personal Financial Literacy	3.9(A)		0	A city pays each police officer for the work the police officer does.  Which factor would most likely not affect the amount of money this city pays a police officer?	The size of the police officer’s family	The number of years the police officer has worked for the city	The special skills that the police officer has	The level of education that the police officer has		A city pays each police officer for the work the police officer does.  Which factor would most likely not affect the amount of money this city pays a police officer?  The size of the police officer’s family The number of years the police officer has worked for the city The special skills that the police officer has The level of education that the police officer has
4659	TX	2016.0	3	Numerical Representations and Relationships	3.2(B)		0	What is the relationship between the thousands place and the hundreds place in the number shown? 971,111	The thousands place is two times greater than the hundreds place.	The thousands place is ten times greater than the hundreds place.	The thousands place is seven times greater than the hundreds place.	The thousands place is zero times greater than the hundreds place.		What is the relationship between the thousands place and the hundreds place in the number shown? 971,111 The thousands place is two times greater than the hundreds place. The thousands place is ten times greater than the hundreds place. The thousands place is seven times greater than the hundreds place. The thousands place is zero times greater than the hundreds place.
4660	TX	2016.0	3	Operations and Algebraic Thinking	3.4(A)		0	Mr. Thompson sold 247 meals on Tuesday at his restaurant. He sold 516 meals on Wednesday. What is the difference between the number of meals Mr. Thompson sold on these two days?	763	331	379	269		Mr. Thompson sold 247 meals on Tuesday at his restaurant. He sold 516 meals on Wednesday. What is the difference between the number of meals Mr. Thompson sold on these two days? 763 331 379 269
4661	TX	2016.0	3	Numerical Representations and Relationships	3.3(A)		1	Anissa shaded part of the figure shown below. What fraction of the figure is shaded?	6 / 8	1 / 6	2 / 8	2 / 6		Anissa shaded part of the figure shown below. What fraction of the figure is shaded?  6 / 8  1 / 6  2 / 8  2 / 6
4662	TX	2016.0	3	Geometry	3.7(C)		1	Thomas put a ham in the oven at 4:45 P.M. After 15 minutes he put a cake in the oven. The ham and the cake were in the oven together for 60 minutes. Then Thomas took them both out of the oven.   At what time did Thomas take both the ham and cake out of the oven?	5:45 P.M.	6:30 P.M.	5:15 P.M.	6:00 P.M.		Thomas put a ham in the oven at 4:45 P.M. After 15 minutes he put a cake in the oven. The ham and the cake were in the oven together for 60 minutes. Then Thomas took them both out of the oven.   At what time did Thomas take both the ham and cake out of the oven? 5:45 P.M. 6:30 P.M. 5:15 P.M. 6:00 P.M.
4663	TX	2016.0	3	Operations and Algebraic Thinking	3.4(H)		1	Daria has 42 baseball gloves in her store. She will put these gloves on 7 shelves. She will put the same number of gloves on each shelf. How many gloves will Daria put on each shelf?	8, because 42 ÷ 7 = 8	9, because 42 ÷ 7 = 9	6, because 42 ÷ 7 = 6	7, because 42 ÷ 7 = 7		Daria has 42 baseball gloves in her store. She will put these gloves on 7 shelves. She will put the same number of gloves on each shelf. How many gloves will Daria put on each shelf? 8, because 42 ÷ 7 = 8 9, because 42 ÷ 7 = 9 6, because 42 ÷ 7 = 6 7, because 42 ÷ 7 = 7
4664	TX	2016.0	3	Numerical Representations and Relationships	3.2(D)		1	The table below shows the number of each kind of magazine sold in a store during one month.Which list shows the kinds of magazines in order from greatest to least number sold?	Sports, entertainment, fashion, news	Fashion, sports, entertainment, news	Sports, fashion, news, entertainment	Fashion, news, entertainment, sports		The table below shows the number of each kind of magazine sold in a store during one month.Which list shows the kinds of magazines in order from greatest to least number sold? Sports, entertainment, fashion, news Fashion, sports, entertainment, news Sports, fashion, news, entertainment Fashion, news, entertainment, sports
4665	TX	2016.0	3	Geometry	3.6(B)		1	A group of figures is shown.  Which of these figures do not appear to be a rhombus, trapezoid, rectangle, or square?	Figures V, W, X, and Z	Figures W and Y	Figure Y only	Figures V, X, and Z only		A group of figures is shown.  Which of these figures do not appear to be a rhombus, trapezoid, rectangle, or square? Figures V, W, X, and Z Figures W and Y Figure Y only Figures V, X, and Z only
4666	TX	2016.0	3	Geometry	3.6(A)		1	A figure is divided into 7 sections, as shown below.  Which 2 sections are quadrilaterals?	Sections 4 and 5	Sections 2 and 4	Sections 1 and 3	Sections 5 and 6		A figure is divided into 7 sections, as shown below.  Which 2 sections are quadrilaterals? Sections 4 and 5 Sections 2 and 4 Sections 1 and 3 Sections 5 and 6
4667	TX	2016.0	3	Geometry	3.6(D)		1	Denise planted a flower garden with a rectangular section and a square section, as shown.   What is the total area of the garden in square feet?	56 square feet	112 square feet	80 square feet	Not here		Denise planted a flower garden with a rectangular section and a square section, as shown.   What is the total area of the garden in square feet? 56 square feet 112 square feet 80 square feet Not here
4668	TX	2016.0	3	Numerical Representations and Relationships	3.3(E)		1	Lonny opened a new box of granola bars. Lonny and three of his friends equally shared the granola bars shown in the picture.  What fraction of the granola bars did each of them get?	3 / 8	2 / 8	1 / 8	4 / 8		Lonny opened a new box of granola bars. Lonny and three of his friends equally shared the granola bars shown in the picture.  What fraction of the granola bars did each of them get?   3 / 8  2 / 8  1 / 8  4 / 8
4669	TX	2016.0	3	Geometry	3.6(A)		1	Sofía separated some figures into two sets. The figures in Set A have a common characteristic. The figures in Set B do not have the characteristic. Which of these is the best description of the common characteristic of the figures in Set A?	They have no vertices.	They have at least one circular base.	They have at least one edge.	They have faces that are polygons.		Sofía separated some figures into two sets. The figures in Set A have a common characteristic. The figures in Set B do not have the characteristic. Which of these is the best description of the common characteristic of the figures in Set A?  They have no vertices. They have at least one circular base. They have at least one edge. They have faces that are polygons.
4670	TX	2016.0	3	Operations and Algebraic Thinking	3.5(E)		1	The table shows the numbers of flowers of different colors in four vases.   Based on the relationship shown in the table, which statement is true?	There are 3 times as many yellow flowers as red flowers in each vase.	There are 9 times as many yellow flowers as red flowers in each vase.	There are 6 times as many yellow flowers as red flowers in each vase.	There are 11 times as many yellow flowers as red flowers in each vase.		The table shows the numbers of flowers of different colors in four vases.   Based on the relationship shown in the table, which statement is true? There are 3 times as many yellow flowers as red flowers in each vase. There are 9 times as many yellow flowers as red flowers in each vase. There are 6 times as many yellow flowers as red flowers in each vase. There are 11 times as many yellow flowers as red flowers in each vase.
4671	TX	2016.0	3	Numerical Representations and Relationships	3.3(H)		1	Lily is painting two identical walls. The models are shaded to represent the fraction of each wall that is painted purple. Which comparison of these fractions is true?	3/6 = 5/6	3/6 > 1/6	3/6 > 5/6	3/6 < 1/6		Lily is painting two identical walls. The models are shaded to represent the fraction of each wall that is painted purple. Which comparison of these fractions is true?  3/6 = 5/6 3/6 > 1/6 3/6 > 5/6 3/6 < 1/6
4672	TX	2016.0	3	Geometry	3.7(B)		1	Felix drew the figures shown below. Which list shows all the figures that have a perimeter of 54 millimeters?	Figures 2, 3, and 4	Figures 2 and 4	Figures 1 and 3	Figures 1, 2, and 4		Felix drew the figures shown below. Which list shows all the figures that have a perimeter of 54 millimeters? Figures 2, 3, and 4 Figures 2 and 4 Figures 1 and 3 Figures 1, 2, and 4
4873	TX	2017.0	3	Operations and Algebraic Thinking	3.5(A)		0	An art teacher had 736 crayons.  • She threw away 197 broken crayons.  • Then she bought 150 more crayons. Which equation shows how to find the number of crayons the art teacher has now?	736 - 197 - 150 = __	736 - 197 + 150 = __	736 + 197 + 150 = __	736 + 197 - 150 = __		An art teacher had 736 crayons.  • She threw away 197 broken crayons.  • Then she bought 150 more crayons. Which equation shows how to find the number of crayons the art teacher has now? 736 - 197 - 150 = __ 736 - 197 + 150 = __ 736 + 197 + 150 = __ 736 + 197 - 150 = __
4874	TX	2017.0	3	Operations and Algebraic Thinking	3.4(A)		0	Erika’s goal is to practice playing her guitar for 300 minutes this week.  • On Sunday she practiced for 117 minutes.  • On Tuesday she practiced for 58 minutes.  How many more minutes does Erika need to practice in order to meet her goal?	125 minutes	235 minutes	475 minutes	175 minutes		Erika’s goal is to practice playing her guitar for 300 minutes this week.  • On Sunday she practiced for 117 minutes.  • On Tuesday she practiced for 58 minutes.  How many more minutes does Erika need to practice in order to meet her goal? 125 minutes 235 minutes 475 minutes 175 minutes
4875	TX	2017.0	3	Operations and Algebraic Thinking	3.4(G)		0	A baseball league bought 9 boxes of baseballs. Each box contained 36 baseballs. How many baseballs did the league buy?	324	274	84	34		A baseball league bought 9 boxes of baseballs. Each box contained 36 baseballs. How many baseballs did the league buy? 324 274 84 34
4876	TX	2017.0	3	Numerical Representations and Relationships	3.2(A)		0	Which of these describes the number 35,824?	The sum of three thousands, five thousands, eight hundreds, two tens, and four ones	The sum of thirty-five hundreds, eight tens, and twenty-four ones	The sum of three ten thousands, five thousands, eight hundreds, two tens, and four ones	The sum of five ten thousands, three thousands, eight hundreds, two tens, and four ones		Which of these describes the number 35,824? The sum of three thousands, five thousands, eight hundreds, two tens, and four ones The sum of thirty-five hundreds, eight tens, and twenty-four ones The sum of three ten thousands, five thousands, eight hundreds, two tens, and four ones The sum of five ten thousands, three thousands, eight hundreds, two tens, and four ones
4877	TX	2017.0	3	Operations and Algebraic Thinking	3.4(F)		0	Kevin and his two brothers ate a bowl of grapes. There were 27 grapes in the bowl. Each boy ate the same number of grapes. What is the number of grapes each boy ate?	54	81	7	9		Kevin and his two brothers ate a bowl of grapes. There were 27 grapes in the bowl. Each boy ate the same number of grapes. What is the number of grapes each boy ate? 54 81 7 9
4878	TX	2017.0	3	Operations and Algebraic Thinking	3.5(B)		0	A classroom currently contains 6 rows of chairs with 5 chairs per row. On parents’ night the classroom had twice as many chairs. Which number sentence can be used to find the number of chairs in the classroom on parents’ night?	6 + 5 + 2 = __	6 × 5 × 2 = __	6 × 5 ÷ 2 = __	6 + 5 × 2 = __		A classroom currently contains 6 rows of chairs with 5 chairs per row. On parents’ night the classroom had twice as many chairs. Which number sentence can be used to find the number of chairs in the classroom on parents’ night? 6 + 5 + 2 = __ 6 × 5 × 2 = __ 6 × 5 ÷ 2 = __ 6 + 5 × 2 = __
4879	TX	2017.0	3	Operations and Algebraic Thinking	3.4(J)		0	Scott has 28 toy cars to put on 4 shelves. He wants to put the same number of cars on each shelf. How many toy cars should Scott put on each shelf?	32, because 4 + 28 = 32	112, because 28 × 4 = 112	7, because 4 × 7 = 28	24, because 28 - 24 = 4		Scott has 28 toy cars to put on 4 shelves. He wants to put the same number of cars on each shelf. How many toy cars should Scott put on each shelf? 32, because 4 + 28 = 32 112, because 28 × 4 = 112 7, because 4 × 7 = 28 24, because 28 - 24 = 4
4880	TX	2017.0	3	Numerical Representations and Relationships	3.2(D)		0	The list shows three clues about a number.  •The   number   is   less   than   6,538.  •The   number   is   greater   than   6,355.  •The   number   has   a   digit   less   than   5   in   the   hundreds   place.  Which of these could be the number described?	6549	6268	6519	6449		The list shows three clues about a number.  •The   number   is   less   than   6,538.  •The   number   is   greater   than   6,355.  •The   number   has   a   digit   less   than   5   in   the   hundreds   place.  Which of these could be the number described?  6549 6268 6519 6449
4881	TX	2017.0	3	Geometry	3.7(B)		0	A triangle has a perimeter of 18 units. Each side of this triangle is the same length. What is the length of one side of the triangle in units?	3 units	6 units	19 units	54 units		A triangle has a perimeter of 18 units. Each side of this triangle is the same length. What is the length of one side of the triangle in units?  3 units 6 units 19 units 54 units
4882	TX	2017.0	3	Geometry	3.6(C		1	A model of a rectangular bulletin board is shown. The top row has been divided into squares of equal size. The rest of the model will also be divided into squares of the same size. What is the area in square units represented by this model?	8 square units	15 square units	12 square units	16 square units		A model of a rectangular bulletin board is shown. The top row has been divided into squares of equal size. The rest of the model will also be divided into squares of the same size. What is the area in square units represented by this model? 8 square units 15 square units 12 square units 16 square units
4883	TX	2017.0	3	Numerical Representations and Relationships	3.4(I)		1	These six basketball jerseys are hanging on a wall. Lori’s favorite basketball players each have an odd number on their jerseys. Which list shows only the numbers of Lori’s favorite basketball players?	10, 21, 25, 33	21, 25, 33	21, 50, 52	10, 33, 50, 52		These six basketball jerseys are hanging on a wall. Lori’s favorite basketball players each have an odd number on their jerseys. Which list shows only the numbers of Lori’s favorite basketball players? 10, 21, 25, 33 21, 25, 33 21, 50, 52 10, 33, 50, 52
4884	TX	2017.0	3	Geometry	3.6(A)		1	Zayne sorted some figures into two groups.  Which statement about the figures Zayne sorted is true?	All the figures in Group X are cylinders.	All the figures in Group X are cones.	All the figures in Group Y are prisms.	All the figures in Group Y are rectangular prisms.		Zayne sorted some figures into two groups.  Which statement about the figures Zayne sorted is true? All the figures in Group X are cylinders. All the figures in Group X are cones. All the figures in Group Y are prisms. All the figures in Group Y are rectangular prisms.
4885	TX	2017.0	3	Numerical Representations and Relationships	3.3(H)		1	The models shown are the same size and are each divided into equal parts. The models are shaded to show two fractions. Based on the models, which statement is true?	1/3 is greater than 6/8, because thirds are larger than eighths	2/3 is greater than 2/8, because 2 shaded parts out of 3 parts is greater than 2 shaded parts out of 8 parts	1/3 is less than 2/8, because 1 shaded part out of 3 parts is less  than 2 shaded parts out of 8 parts	2/3  is less than 2/8, because thirds are smaller than eighths		The models shown are the same size and are each divided into equal parts. The models are shaded to show two fractions. Based on the models, which statement is true?   1/3 is greater than 6/8, because thirds are larger than eighths   2/3 is greater than 2/8, because 2 shaded parts out of 3 parts is greater than 2 shaded parts out of 8 parts   1/3 is less than 2/8, because 1 shaded part out of 3 parts is less  than 2 shaded parts out of 8 parts   2/3  is less than 2/8, because thirds are smaller than eighths
4886	TX	2017.0	3	Numerical Representations and Relationships	3.2(D)		1	The table shows the land areas of some states.   Which comparison of two land areas is NOT true?	The land area of Alabama > the land area of Mississippi	The land area of Arkansas < the land area of Alabama	The land area of Oklahoma > the land area of Louisiana	The land area of Louisiana < the land area of Mississippi		The table shows the land areas of some states.   Which comparison of two land areas is NOT true? The land area of Alabama > the land area of Mississippi The land area of Arkansas < the land area of Alabama The land area of Oklahoma > the land area of Louisiana The land area of Louisiana < the land area of Mississippi
4887	TX	2017.0	3	Operations and Algebraic Thinking	3.4(A)		1	The table shows the numbers of puzzle pieces in four puzzles. Derek put together the two puzzles that had the greatest numbers of pieces.  What is the total number of pieces in these two puzzles?	961	900	861	Not here		The table shows the numbers of puzzle pieces in four puzzles. Derek put together the two puzzles that had the greatest numbers of pieces.  What is the total number of pieces in these two puzzles? 961 900 861 Not here
4888	TX	2017.0	3	Geometry	3.6(C)		1	Each rectangle shown will be covered with equal-size squares. Some of the squares have been placed as shown.   Which of these rectangles have an area of 36 square centimeters?	Rectangles V, W, X, Y, and Z	Rectangles X and Y only	Rectangles W and Z only	Rectangles V, X, and Y only		Each rectangle shown will be covered with equal-size squares. Some of the squares have been placed as shown.   Which of these rectangles have an area of 36 square centimeters? Rectangles V, W, X, Y, and Z Rectangles X and Y only Rectangles W and Z only Rectangles V, X, and Y only
4889	TX	2017.0	3	Operations and Algebraic Thinking	3.5(E)		1	Mr. Morales gives bonus points when a challenge question on a test is answered correctly. The table shows the relationship between test scores before and after Mr. Morales gives the bonus points.   Which of these describes the relationship shown in the table?	The test score before bonus points minus 2 equals the test score after bonus points.	The test score before bonus points minus 4 equals the test score after bonus points.	The test score before bonus points plus 2 equals the test score after bonus points.	The test score before bonus points plus 4 equals the test score after bonus points.		Mr. Morales gives bonus points when a challenge question on a test is answered correctly. The table shows the relationship between test scores before and after Mr. Morales gives the bonus points.   Which of these describes the relationship shown in the table? The test score before bonus points minus 2 equals the test score after bonus points. The test score before bonus points minus 4 equals the test score after bonus points. The test score before bonus points plus 2 equals the test score after bonus points. The test score before bonus points plus 4 equals the test score after bonus points.
4890	TX	2017.0	3	Operations and Algebraic Thinking	3.5(A)		1	Timothy wants to buy a camera that costs $75. He has saved $23, as shown in the model.   Which equation can be used to find how much more money Timothy needs in order to buy the camera?	$75 + $52 = __	$75 + $23 = __	$75 - $23 = __	$52  -  $23 = __		Timothy wants to buy a camera that costs $75. He has saved $23, as shown in the model.   Which equation can be used to find how much more money Timothy needs in order to buy the camera? $75 + $52 = __ $75 + $23 = __ $75 - $23 = __ $52  -  $23 = __
