	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
4825	TX	2016.0	7	Expressions and Equations	7.9(C)		1	An advertising banner has four sections, as modeled below. Two sections are congruent trapezoids, and two sections are congruent right triangles.  Which measurement is the best estimate of the area of the banner in square meters?	6 m^2	15 m^2	8 m^2	10 m^2		An advertising banner has four sections, as modeled below. Two sections are congruent trapezoids, and two sections are congruent right triangles.  Which measurement is the best estimate of the area of the banner in square meters?   6 m^2 15 m^2 8 m^2 10 m^2
4826	TX	2016.0	7	Personal Financial Literacy	7.13(F)		0	Leo wants to buy some shoes. He found the shoes at three different stores for a price of $35. The stores are each having a sale.  • Store X is offering 15% off the price of the shoes . • Store Y is offering $5 off the price of the shoes.  • Store Z is offering a 1/5 discount off the price of the shoes. Which statement about the sale price of these shoes is true?	Store X has the best sale price of $20.	Store Z has the best sale price of $28.	Store Y has the best sale price of $30.	Store Z has the best sale price of $7.		Leo wants to buy some shoes. He found the shoes at three different stores for a price of $35. The stores are each having a sale.  • Store X is offering 15% off the price of the shoes . • Store Y is offering $5 off the price of the shoes.  • Store Z is offering a 1/5 discount off the price of the shoes. Which statement about the sale price of these shoes is true?  Store X has the best sale price of $20.  Store Z has the best sale price of $28.  Store Y has the best sale price of $30. Store Z has the best sale price of $7.
4979	TX	2017.0	7	Ratios and Proportional Relationships	7.6(H)		0	Mari bought 6 packets of tomato seeds. Each packet contained 24 seeds. She planted 1 packet of the seeds, and 15 seeds sprouted. Which statement about the seeds in the remaining packets is best supported by this information?	No more than 50 seeds will sprout.	Between 50 and 100 seeds will sprout.	At least 100 but no more than 120 seeds will sprout.	All 120 seeds will sprout.		Mari bought 6 packets of tomato seeds. Each packet contained 24 seeds. She planted 1 packet of the seeds, and 15 seeds sprouted. Which statement about the seeds in the remaining packets is best supported by this information? No more than 50 seeds will sprout. Between 50 and 100 seeds will sprout. At least 100 but no more than 120 seeds will sprout. All 120 seeds will sprout.
4980	TX	2017.0	7	Expressions and Equations	7.11(B)		0	If x = 14, which equation is true?	3(20 - x) = 44	3(12 - x) = 6	2(x - 3) = 22	2x - 3 = 22		If x = 14, which equation is true? 3(20 - x) = 44  3(12 - x) = 6  2(x - 3) = 22   2x - 3 = 22
4981	TX	2017.0	7	Expressions and Equations	7.10(A)		0	Lawrence’s father gave him 200 baseball cards. Each week, Lawrence purchases 25 baseball cards to add to his collection. Which inequality can be used to find w, the number of weeks after starting his collection when Lawrence will have more than 750 baseball cards in his collection?	200w + 25 < 750	25w + 200 < 750	200w + 25 > 750	25w + 200 > 750		Lawrence’s father gave him 200 baseball cards. Each week, Lawrence purchases 25 baseball cards to add to his collection. Which inequality can be used to find w, the number of weeks after starting his collection when Lawrence will have more than 750 baseball cards in his collection?  200w + 25 < 750 25w + 200 < 750 200w + 25 > 750 25w + 200 > 750
4982	TX	2017.0	7	Expressions and Equations	7.9(B)		0	A circular tablecloth has a radius of 2.5 feet. Kyle is sewing a piece of ribbon around the edge of the tablecloth. If Kyle has exactly enough ribbon, which measurement is closest to the length of the piece of ribbon in feet?	7.85 ft	15.7 ft	19.63 ft	31.4 ft		A circular tablecloth has a radius of 2.5 feet. Kyle is sewing a piece of ribbon around the edge of the tablecloth. If Kyle has exactly enough ribbon, which measurement is closest to the length of the piece of ribbon in feet?   7.85 ft 15.7 ft 19.63 ft 31.4 ft
4983	TX	2017.0	7	Ratios and Proportional Relationships	7.4(E)		0	Some doctors recommend that men drink 3 liters of water every day. There are approximately 29.6 milliliters in 1 fluid ounce. Which measurement is closest to the number of fluid ounces in 3 liters?	89 fl oz	101 fl oz	10 fl oz	33 fl 0z		Some doctors recommend that men drink 3 liters of water every day. There are approximately 29.6 milliliters in 1 fluid ounce. Which measurement is closest to the number of fluid ounces in 3 liters?  89 fl oz 101 fl oz 10 fl oz 33 fl 0z
4984	TX	2017.0	7	Ratios and Proportional Relationships	7.6(I)		0	Tara has two bags of marbles. The first bag contains 6 red marbles, 5 blue marbles, and 4 green marbles. The second bag contains 3 red marbles, 2 blue marbles, and 4 green marbles. Tara will randomly select 1 marble from each bag. What is the probability that Tara will select a blue marble from each bag?	5 / 9	1 / 135	1 / 6	2 / 27		Tara has two bags of marbles. The first bag contains 6 red marbles, 5 blue marbles, and 4 green marbles. The second bag contains 3 red marbles, 2 blue marbles, and 4 green marbles. Tara will randomly select 1 marble from each bag. What is the probability that Tara will select a blue marble from each bag?    5 / 9  1 / 135  1 / 6  2 / 27
4985	TX	2017.0	7	Ratios and Proportional Relationships	7.4(D)		0	The price of a video game was reduced from $60 to $45. By what percentage was the price of the video game reduced?	0.15	0.25	0.75	0.4		The price of a video game was reduced from $60 to $45. By what percentage was the price of the video game reduced? 0.15 0.25 0.75 0.4
4986	TX	2017.0	7	Ratios and Proportional Relationships	7.4(D)		0	Kiara downloaded 264 pictures from her cell phone to her computer. These pictures took up 528 megabytes of space on her computer. Each picture took up the same amount of space. How many megabytes do 35 of these pictures take up?	18 MB	70 MB	8 MB	23 MB		Kiara downloaded 264 pictures from her cell phone to her computer. These pictures took up 528 megabytes of space on her computer. Each picture took up the same amount of space. How many megabytes do 35 of these pictures take up?   18 MB 70 MB 8 MB 23 MB
4987	TX	2017.0	7	Number and Operations	7.3(A)		0	Stephanie has 3 3/4 bags of soil to put in her garden. Each bag of soil will cover 125.3 ft^2. How 4 many square feet will Stephanie be able to cover if she uses all these bags of soil?	469.875 ft^2	375.225 ft^2	407.225 ft^2	418.502 ft^2		Stephanie has 3 3/4 bags of soil to put in her garden. Each bag of soil will cover 125.3 ft^2. How 4 many square feet will Stephanie be able to cover if she uses all these bags of soil?  469.875 ft^2 375.225 ft^2  407.225 ft^2 418.502 ft^2
4988	TX	2017.0	7	Ratios and Proportional Relationships	7.6(I)		0	Rachel is setting up tables for a party. Four of the tables are covered with red tablecloths, and eight of the tables are covered with white tablecloths. Guests will be randomly seated at the tables when they arrive. Each table can seat 8 guests. What is the probability that the first guest to arrive will be seated at a table with a red tablecloth?	1 / 2	1 / 3	1 / 4	1 / 8		Rachel is setting up tables for a party. Four of the tables are covered with red tablecloths, and eight of the tables are covered with white tablecloths. Guests will be randomly seated at the tables when they arrive. Each table can seat 8 guests. What is the probability that the first guest to arrive will be seated at a table with a red tablecloth?    1 / 2  1 / 3  1 / 4  1 / 8
4989	TX	2017.0	7	Ratios and Proportional Relationships	7.6(C)		0	A study of a population of 1,200 frogs revealed that 12 out of every 180 frogs in the population have spots on their back. Based on the results of this study, how many frogs in the population do NOT have spots on their back?	80	168	1280	1120		A study of a population of 1,200 frogs revealed that 12 out of every 180 frogs in the population have spots on their back. Based on the results of this study, how many frogs in the population do NOT have spots on their back?   80 168 1280 1120
4990	TX	2017.0	7	Expressions and Equations	7.10(C)		0	Which situation can be represented by this inequality? 1.25x - 6.50 > 50	Stefan spends $6.50 on supplies for a lemonade stand and sells each cup of lemonade for $1.25. What is x, the number of cups of lemonade Stefan must sell to earn a profit of more than $50?	Stefan has a balance of $6.50 in his savings account and deposits $1.25 each week. What is x, the number of weeks Stefan must deposit $1.25 in order to have a balance of more than $50 in his savings account?	Stefan earns 1.25% interest on the balance in his checking account and has to pay a monthly charge of $6.50. What is x, the balance that Stefan must have in his checking account in order to have an ending balance greater than $50 after interest and fees?	Stefan charges $1.25 for gasoline plus $6.50 per hour for mowing lawns. What is x, the number of hours he has to mow lawns to earn more than $50?		Which situation can be represented by this inequality? 1.25x - 6.50 > 50   Stefan spends $6.50 on supplies for a lemonade stand and sells each cup of lemonade for $1.25. What is x, the number of cups of lemonade Stefan must sell to earn a profit of more than $50? Stefan has a balance of $6.50 in his savings account and deposits $1.25 each week. What is x, the number of weeks Stefan must deposit $1.25 in order to have a balance of more than $50 in his savings account?  Stefan earns 1.25% interest on the balance in his checking account and has to pay a monthly charge of $6.50. What is x, the balance that Stefan must have in his checking account in order to have an ending balance greater than $50 after interest and fees? Stefan charges $1.25 for gasoline plus $6.50 per hour for mowing lawns. What is x, the number of hours he has to mow lawns to earn more than $50?
4991	TX	2017.0	7	Number and Operations	7.3(B)		0	Rebecca needs 10 1/2 yards of fabric to make a quilt. She has one piece of fabric that is 2 1/2 yards and another piece of fabric that is 4 1/4 yards. How many more yards of fabric does  Rebecca need to make the quilt?	4 1/4 yd	3 1/4 yd	3 3/4 yd	6 3/4 yd		Rebecca needs 10 1/2 yards of fabric to make a quilt. She has one piece of fabric that is 2 1/2 yards and another piece of fabric that is 4 1/4 yards. How many more yards of fabric does  Rebecca need to make the quilt?  4 1/4 yd 3 1/4 yd 3 3/4 yd 6 3/4 yd
4992	TX	2017.0	7	Ratios and Proportional Relationships	7.6(H)		0	Leticia has two bouquets of flowers. Each bouquet contains 13 daisies.  • Bouquet S contains 30 flowers.  • Bouquet T contains 13 flowers. Which statement is true?	The probability of randomly selecting a daisy from Bouquet S is less than the probability of randomly selecting a daisy from Bouquet T.	The probability of randomly selecting a daisy from Bouquet S is 1.	The probability of randomly selecting a daisy from Bouquet S is equal to the probability of randomly selecting a daisy from Bouquet T.	The probability of randomly selecting a daisy from Bouquet S is 1/3 .		Leticia has two bouquets of flowers. Each bouquet contains 13 daisies.  • Bouquet S contains 30 flowers.  • Bouquet T contains 13 flowers. Which statement is true?  The probability of randomly selecting a daisy from Bouquet S is less than the probability of randomly selecting a daisy from Bouquet T. The probability of randomly selecting a daisy from Bouquet S is 1. The probability of randomly selecting a daisy from Bouquet S is equal to the probability of randomly selecting a daisy from Bouquet T. The probability of randomly selecting a daisy from Bouquet S is 1/3 .
4993	TX	2017.0	7	Expressions and Equations	7.7(A)		0	A pilot takes a taxi from the airport to a hotel. The taxi driver charges a $2.50 initial charge plus $2.65 per mile. Which equation can be used to find y, the total cost of the trip, if x represents the number of miles of the trip?	y = 2.50x + 2.65	y = 2.65(x + 2.50)	y = 2.65x - 2.50	y = 2.65x + 2.50		A pilot takes a taxi from the airport to a hotel. The taxi driver charges a $2.50 initial charge plus $2.65 per mile. Which equation can be used to find y, the total cost of the trip, if x represents the number of miles of the trip?  y = 2.50x + 2.65 y = 2.65(x + 2.50) y = 2.65x - 2.50 y = 2.65x + 2.50
4994	TX	2017.0	7	Ratios and Proportional Relationships	7.5(A)		0	Mr. Ortiz used similar triangles to make a design. Which statement about the triangles in the design must be true?	They are the same size and shape.	They are the same size but different shapes.	They have corresponding angles that are congruent.	They have corresponding sides that are congruent.		Mr. Ortiz used similar triangles to make a design. Which statement about the triangles in the design must be true?   They are the same size and shape. They are the same size but different shapes.  They have corresponding angles that are congruent.  They have corresponding sides that are congruent.
4995	TX	2017.0	7	Ratios and Proportional Relationships	7.6(D)		1	The spinner shown has eight congruent sections.   The spinner is spun 120 times. What is a reasonable prediction for the number of times the spinner will land on an even number?	75	45	15	40		The spinner shown has eight congruent sections.   The spinner is spun 120 times. What is a reasonable prediction for the number of times the spinner will land on an even number?  75 45 15 40
4996	TX	2017.0	7	Expressions and Equations	7.11(A)		1	The model represents an inequality. What is the solution set for the inequality?	x ≤  -5	x ≤ 5	x ≤ 1	x ≤ -14		The model represents an inequality. What is the solution set for the inequality?   x ≤  -5 x ≤ 5 x ≤ 1 x ≤ -14
4997	TX	2017.0	7	Ratios and Proportional Relationships	7.5(C)		1	Triangle ABC is similar to triangle What is the value of x in centimeters?	22.5 cm	8 cm	10.8 cm	30 cm		Triangle ABC is similar to triangle What is the value of x in centimeters? 22.5 cm 8 cm 10.8 cm 30 cm
4998	TX	2017.0	7	Expressions and Equations	7.9(C)		1	A utility line runs underground through Shayne’s rectangular backyard. Shayne is not allowed to dig within 3 feet of the utility line. The diagram below shows the dimensions of Shayne’s backyard in feet. The dashed line represents the utility line.  What is the area in square feet of the part of the backyard in which Shayne is allowed to dig?	272 ft^2	374 ft^2	102 ft^2	59 ft^2		A utility line runs underground through Shayne’s rectangular backyard. Shayne is not allowed to dig within 3 feet of the utility line. The diagram below shows the dimensions of Shayne’s backyard in feet. The dashed line represents the utility line.  What is the area in square feet of the part of the backyard in which Shayne is allowed to dig?   272 ft^2 374 ft^2 102 ft^2 59 ft^2
4999	TX	2017.0	7	Number and Operations	7.3(B)		1	The table shows the prices of some breakfast items at a restaurant. Sara ordered 2 eggs, a slice of bacon, and a glass of orange juice for breakfast. The sales tax for the order was $0.48. She paid for her breakfast with a $10 bill.  How much change should Sara receive from the $10 bill?	3.56	6.44	5.25	4.75		The table shows the prices of some breakfast items at a restaurant. Sara ordered 2 eggs, a slice of bacon, and a glass of orange juice for breakfast. The sales tax for the order was $0.48. She paid for her breakfast with a $10 bill.  How much change should Sara receive from the $10 bill? 3.56 6.44 5.25 4.75
5000	TX	2017.0	7	Measurement and Data	7.12(A)		1	The box plots show data about the number of years that farmworkers have been employed at each of two farms. Which statement is best supported by the information in the box plots?	The range of the data for Farm Y is equal to the range of the data for Farm X.	The third quartile of the data for Farm Y is less than the third quartile of the data for Farm X.	The median of the data for Farm Y is greater than the median of the data for Farm X.	The first quartile of the data for Farm Y is greater than the first quartile of the data for Farm X.		The box plots show data about the number of years that farmworkers have been employed at each of two farms. Which statement is best supported by the information in the box plots? The range of the data for Farm Y is equal to the range of the data for Farm X. The third quartile of the data for Farm Y is less than the third quartile of the data for Farm X. The median of the data for Farm Y is greater than the median of the data for Farm X. The first quartile of the data for Farm Y is greater than the first quartile of the data for Farm X.
5001	TX	2017.0	7	Expressions and Equations	7.9(A)		1	Two identical number cubes are shown in the picture. The edge length of these number cubes is 3 centimeters. What is the combined volume of the two number cubes in cubic centimeters?	54 cm^3	18 cm^3	9 cm^3	27 cm^3		Two identical number cubes are shown in the picture. The edge length of these number cubes is 3 centimeters. What is the combined volume of the two number cubes in cubic centimeters? 54 cm^3 18 cm^3 9 cm^3 27 cm^3
5002	TX	2017.0	7	Ratios and Proportional Relationships	7.6(G)		1	The graph shows the favorite colors chosen by some middle school students.   Which statement is supported by the information in the graph?	Fewer than 30% of the students chose red, yellow, or orange as their favorite color.	More than 1/10 of the students chose pink as their favorite color.	Exactly 18% of the students chose blue as their favorite color.	Exactly 2/5 of the students chose green, black, or purple as their favorite color.		The graph shows the favorite colors chosen by some middle school students.   Which statement is supported by the information in the graph? Fewer than 30% of the students chose red, yellow, or orange as their favorite color.  More than 1/10 of the students chose pink as their favorite color. Exactly 18% of the students chose blue as their favorite color.  Exactly 2/5 of the students chose green, black, or purple as their favorite color.
5003	TX	2017.0	7	Expressions and Equations	7.7(A)		1	The table shows the distance, y, a cheetah can travel in feet in x seconds.   Based on the information in the table, which equation can be used to model the relationship between x and y?	y = 5x	y = x + 5	y = x + 470	y = 94x		The table shows the distance, y, a cheetah can travel in feet in x seconds.   Based on the information in the table, which equation can be used to model the relationship between x and y? y = 5x y = x + 5 y = x + 470 y = 94x
5004	TX	2017.0	7	Expressions and Equations	7.9(C)		1	A figure was created using a triangle and a semicircle. Use the ruler provided to measure the dimensions of the triangle and the semicircle to the nearest centimeter. Which measurement is closest to the area of the figure in square centimeters?	78 cm^2	81 cm^2	106 cm^2	53 cm^2		A figure was created using a triangle and a semicircle. Use the ruler provided to measure the dimensions of the triangle and the semicircle to the nearest centimeter. Which measurement is closest to the area of the figure in square centimeters?  78 cm^2 81 cm^2 106 cm^2 53 cm^2
5005	TX	2017.0	7	Personal Financial Literacy	7.13(B)		1	In Oscar’s monthly budget, each category is assigned a certain percentage of his monthly income. Oscar’s monthly income is $2,250.  Which statement is NOT supported by the information in the table?	Oscar puts $360 of his monthly income into savings.	Less than $900 of Oscar’s monthly income is for his house payment and life insurance.	Oscar budgets $485 of his monthly income for telephone, utilities, and emergencies.	More than $530 of Oscar’s monthly income is for his car payment and car insurance.		In Oscar’s monthly budget, each category is assigned a certain percentage of his monthly income. Oscar’s monthly income is $2,250.  Which statement is NOT supported by the information in the table?  Oscar puts $360 of his monthly income into savings.  Less than $900 of Oscar’s monthly income is for his house payment and life insurance.  Oscar budgets $485 of his monthly income for telephone, utilities, and emergencies. More than $530 of Oscar’s monthly income is for his car payment and car insurance.
5006	TX	2017.0	7	Expressions and Equations	7.11(C)		1	The angle measures of a triangle are shown in the diagram. What is the value of x?	25	20	10	28		The angle measures of a triangle are shown in the diagram. What is the value of x?  25 20 10 28
5007	TX	2017.0	7	Ratios and Proportional Relationships	7.6(G)		1	The circle graph shows how Tremaine divided his time on the computer last week. T Tremaine used the computer a total of 30 hours last week. How many more hours did Tremaine use the computer to play games than to do research?	6 hours	20 hours	7.5 hours	1.5 hours		The circle graph shows how Tremaine divided his time on the computer last week. T Tremaine used the computer a total of 30 hours last week. How many more hours did Tremaine use the computer to play games than to do research?  6 hours 20 hours 7.5 hours 1.5 hours
5008	TX	2017.0	7	Expressions and Equations	7.11(A)		1	What is the solution to this equation? 30.16 = 17.56 + 5x	6.032	3.512	12.6	2.52		What is the solution to this equation? 30.16 = 17.56 + 5x   6.032 3.512 12.6 2.52
5009	TX	2017.0	7	Expressions and Equations	7.9(D)		1	The net of a rectangular prism and its dimensions are shown in the diagram.   What is the total surface area of the rectangular prism in square inches?	143.25 in.^2	241.5 in.^2	258.75 in.^2	286.5 in.^2		The net of a rectangular prism and its dimensions are shown in the diagram.   What is the total surface area of the rectangular prism in square inches?  143.25 in.^2 241.5 in.^2 258.75 in.^2 286.5 in.^2
5010	TX	2017.0	7	Expressions and Equations	7.9(B)		1	A rotating lawn sprinkler sprays water in a circular area of grass, as shown in the picture. The diameter of the circular area of grass is 16 ft.  Which measurement is closest to the area in square feet that this sprinkler sprays with water?	100.48 ft^2	50.24 ft^2	200.96 ft^2	803.84 ft^2		A rotating lawn sprinkler sprays water in a circular area of grass, as shown in the picture. The diameter of the circular area of grass is 16 ft.  Which measurement is closest to the area in square feet that this sprinkler sprays with water?  100.48 ft^2 50.24 ft^2  200.96 ft^2 803.84 ft^2
5011	TX	2017.0	7	Measurement and Data	7.12(A)		1	The dot plots show the heights of the players on two basketball teams.  Which statement is best supported by these data?	The distributions of the data for Team A and Team B are approximately symmetrical.	The median height of the players on Team B is less than the median height of the players on Team A.	Team B has a greater range in player heights than Team A has.	The mode height of the players on Team B is less than the mode height of the players on Team A.		The dot plots show the heights of the players on two basketball teams.  Which statement is best supported by these data?  The distributions of the data for Team A and Team B are approximately symmetrical.  The median height of the players on Team B is less than the median height of the players on Team A.  Team B has a greater range in player heights than Team A has. The mode height of the players on Team B is less than the mode height of the players on Team A.
5012	TX	2017.0	7	Measurement and Data	7.12(C)		1	Parker conducted a random survey at the mall to determine the number of songs in each genre that were downloaded by 40 students. The results are shown in the bar graph.   Based on the information in the graph, which inference about the general population of students is valid?	Girls like country music more than all other genres combined.	More girls than boys like rock music.	Boys like country music more than rock music.	Boys like rock music more than girls like rap music.		Parker conducted a random survey at the mall to determine the number of songs in each genre that were downloaded by 40 students. The results are shown in the bar graph.   Based on the information in the graph, which inference about the general population of students is valid?  Girls like country music more than all other genres combined.   More girls than boys like rock music.   Boys like country music more than rock music. Boys like rock music more than girls like rap music.
5150	TX	2018.0	7	Ratios and Proportional Relationships	7.4(D)		0	Russell has a collection of 1,200 pennies. Of these pennies, 25% are dated before 1980, 35% are dated from 1980 to 2000, and the rest are dated after 2000. How many pennies in Russell’s collection are dated after 2000?	480	720	40	60		Russell has a collection of 1,200 pennies. Of these pennies, 25% are dated before 1980, 35% are dated from 1980 to 2000, and the rest are dated after 2000. How many pennies in Russell’s collection are dated after 2000?  480 720 40 60
5151	TX	2018.0	7	Ratios and Proportional Relationships	7.4(C)		0	A recipe says to use 3 cups of flour to make 48 cookies. What is the constant of proportionality that relates the number of cookies made, y, to the number of cups of flour used, x ?	0.6	48	3	16		A recipe says to use 3 cups of flour to make 48 cookies. What is the constant of proportionality that relates the number of cookies made, y, to the number of cups of flour used, x ?  0.6 48 3 16
5152	TX	2018.0	7	Ratios and Proportional Relationships	7.6(I)		0	A classroom is arranged with 8 seats in the front row, 10 seats in the middle row, and 12 seats in the back row. The teacher randomly assigns seats to students as they enter the classroom. What is the probability that the first student who enters the classroom will be assigned a seat in the front row?	2 / 5	2 / 3	4 / 11	4 / 15		A classroom is arranged with 8 seats in the front row, 10 seats in the middle row, and 12 seats in the back row. The teacher randomly assigns seats to students as they enter the classroom. What is the probability that the first student who enters the classroom will be assigned a seat in the front row?   2 / 5  2 / 3  4 / 11  4 / 15
5153	TX	2018.0	7	Ratios and Proportional Relationships	7.4(A)		0	Cheddar cheese costs $4.25 per pound. Which equation best represents y, the total cost of x pounds of cheddar cheese?	x = 4.25 + y	x = 4.25y	y = 4.25 + x	y = 4.25x		Cheddar cheese costs $4.25 per pound. Which equation best represents y, the total cost of x pounds of cheddar cheese? x = 4.25 + y x = 4.25y y = 4.25 + x y = 4.25x
5154	TX	2018.0	7	Expressions and Equations	7.11(A)		0	What is the solution set for -4x - 10 ≤ 2?	x ≤  -3	x ≥ -3	x ≤ 2	x ≥ 2		What is the solution set for -4x - 10 ≤ 2?  x ≤  -3  x ≥ -3   x ≤ 2 x ≥ 2
5155	TX	2018.0	7	Ratios and Proportional Relationships	7.4(D)		0	The ratio of boys to girls in Ms. Cunningham’s class is 2 to 3. There are 18 girls in the class. What is the total number of students in Ms. Cunningham’s class?	12	30	45	27		The ratio of boys to girls in Ms. Cunningham’s class is 2 to 3. There are 18 girls in the class. What is the total number of students in Ms. Cunningham’s class? 12 30 45 27
5156	TX	2018.0	7	Number and Operations	7.3(B)		0	Maya has 120 caramel apples to sell.  Each caramel apple is covered with one topping. • 1/5 of the caramel apples are covered with peanuts.   • 1/3 are covered with chocolate chips.  • 3/10 are covered with coconut.  • The rest are covered with sprinkles. How many caramel apples are covered with sprinkles?	100	33	25	20		Maya has 120 caramel apples to sell.  Each caramel apple is covered with one topping. • 1/5 of the caramel apples are covered with peanuts.   • 1/3 are covered with chocolate chips.  • 3/10 are covered with coconut.  • The rest are covered with sprinkles. How many caramel apples are covered with sprinkles? 100 33 25 20
5157	TX	2018.0	7	Ratios and Proportional Relationships	7.4(E)		0	The distance between two towns is 120 kilometers. There are approximately 8 kilometers in 5 miles. Which measurement is closest to the number of miles between these two towns?	75 mi	3 mi	192 mi	117 mi		The distance between two towns is 120 kilometers. There are approximately 8 kilometers in 5 miles. Which measurement is closest to the number of miles between these two towns?  75 mi 3 mi 192 mi 117 mi
5158	TX	2018.0	7	Ratios and Proportional Relationships	7.6(H)		0	The 200 students in a school band will attend an awards dinner.  A random survey of 25 of these students was conducted to determine how many of each meal should be prepared for the dinner. The results of the survey are shown. • 12 students want a beef meal. • 8 students want a chicken meal. • 5 students want a pasta meal. Based on the survey results, which of these is the best prediction of the meals wanted by the 200 students?	There are 16 students who want a beef meal.	There are 52 students who want either a chicken meal or a pasta meal.	There are 32 more students who want a beef meal than want a chicken meal.	There are 24 more students who want a pasta meal than want a chicken meal.		The 200 students in a school band will attend an awards dinner.  A random survey of 25 of these students was conducted to determine how many of each meal should be prepared for the dinner. The results of the survey are shown. • 12 students want a beef meal. • 8 students want a chicken meal. • 5 students want a pasta meal. Based on the survey results, which of these is the best prediction of the meals wanted by the 200 students?  There are 16 students who want a beef meal. There are 52 students who want either a chicken meal or a pasta meal. There are 32 more students who want a beef meal than want a chicken meal.  There are 24 more students who want a pasta meal than want a chicken meal.
5159	TX	2018.0	7	Expressions and Equations	7.7(A)		0	A fish is swimming at a constant rate toward the ocean floor. The equation y = -7x  - 3 can be used to represent this situation, where y is the depth of the fish in meters below sea level and x is the number of seconds the fish has been swimming. Which statement best describes the depth of the fish, given this equation?	From a starting position of 7 meters below sea level, the fish is descending 3 meters per second.	From a starting position of 7 meters below sea level, the fish is ascending 3 meters per second.	From a starting position of 3 meters below sea level, the fish is descending 7 meters per second.	From a starting position of 3 meters below sea level, the fish is ascending 7 meters per second.		A fish is swimming at a constant rate toward the ocean floor. The equation y = -7x  - 3 can be used to represent this situation, where y is the depth of the fish in meters below sea level and x is the number of seconds the fish has been swimming. Which statement best describes the depth of the fish, given this equation?   From a starting position of 7 meters below sea level, the fish is descending 3 meters per second. From a starting position of 7 meters below sea level, the fish is ascending 3 meters per second. From a starting position of 3 meters below sea level, the fish is descending 7 meters per second.  From a starting position of 3 meters below sea level, the fish is ascending 7 meters per second.
5160	TX	2018.0	7	Ratios and Proportional Relationships	7.5(B)		0	A group of students formed a circle during a game. The circumference of the circle was about 43.96 feet, and the diameter of the circle was 14 feet. Which expression best represents the value of π?	43.96/7	43.96/14	7/43.96	14/43.96		A group of students formed a circle during a game. The circumference of the circle was about 43.96 feet, and the diameter of the circle was 14 feet. Which expression best represents the value of π?  43.96/7 43.96/14 7/43.96 14/43.96
5161	TX	2018.0	7	Ratios and Proportional Relationships	7.5(C)		0	An architect built a scale model of a sports stadium using a scale in which 2 inches represents 30 feet. The height of the sports stadium is 180 feet. What is the height of the scale model in inches?	3 in.	105 in.	12 in.	60 in.		An architect built a scale model of a sports stadium using a scale in which 2 inches represents 30 feet. The height of the sports stadium is 180 feet. What is the height of the scale model in inches?  3 in. 105 in. 12 in. 60 in.
5162	TX	2018.0	7	Expressions and Equations	7.10(C)		0	Which situation can be represented by this inequality? 120 ≤ 12k + 29	Felicia has 12 buttons in her collection. She will collect 29 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at least 120 buttons?	Felicia has 29 buttons in her collection. She will collect 12 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at least 120 buttons?	Felicia has 29 buttons in her collection. She will collect 12 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at most 120 buttons?	Felicia has 12 buttons in her collection. She will collect 29 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at most 120 buttons?		Which situation can be represented by this inequality? 120 ≤ 12k + 29   Felicia has 12 buttons in her collection. She will collect 29 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at least 120 buttons?  Felicia has 29 buttons in her collection. She will collect 12 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at least 120 buttons?  Felicia has 29 buttons in her collection. She will collect 12 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at most 120 buttons? Felicia has 12 buttons in her collection. She will collect 29 new buttons every year. Felicia collects buttons for k years. For what values of k will Felicia have at most 120 buttons?
5163	TX	2018.0	7	Expressions and Equations	7.11(B)		0	Which equation is true when k = 15?	3k - 11 = -34	-53 + 4k = 7	k/3 + 17 = 12	k/5 + 2.5 = 0.5		Which equation is true when k = 15?  3k - 11 = -34 -53 + 4k = 7 k/3 + 17 = 12 k/5 + 2.5 = 0.5
5164	TX	2018.0	7	Expressions and Equations	7.9(B)		1	An observatory is shaped like a cylinder standing on one of its bases with a dome on top. The diameter of the floor of the observatory is 64 feet, as shown in the diagram.  Which measurement is closest to the circumference of the base of the observatory in feet?	200.96 ft	3,215.36 ft	100.48 ft	401.92 ft		An observatory is shaped like a cylinder standing on one of its bases with a dome on top. The diameter of the floor of the observatory is 64 feet, as shown in the diagram.  Which measurement is closest to the circumference of the base of the observatory in feet? 200.96 ft 3,215.36 ft 100.48 ft 401.92 ft
5165	TX	2018.0	7	Ratios and Proportional Relationships	7.5(A)		1	Quadrilateral KLMN is similar to quadrilateral WXYZ.   Which statement about these quadrilaterals must be true? KL WZ	KL/Wx = WZ/KN	Angle NKL is congruent to angle ZWX.	KL/YZ = LM/ZW	Angle NKL is congruent to angle XYZ.		Quadrilateral KLMN is similar to quadrilateral WXYZ.   Which statement about these quadrilaterals must be true? KL WZ KL/Wx = WZ/KN Angle NKL is congruent to angle ZWX.  KL/YZ = LM/ZW Angle NKL is congruent to angle XYZ.
