	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
5107	TX	2018.0	5	Operations and Algebraic Thinking	5.3(L)		0	There are 16 pies on a picnic table. • Each pie is cut into pieces. • Each piece is  1/8 of a pie. How many pieces of pie are on the picnic table?	2	88	24	128		There are 16 pies on a picnic table. • Each pie is cut into pieces. • Each piece is  1/8 of a pie. How many pieces of pie are on the picnic table? 2 88 24 128
5108	TX	2018.0	5	Operations and Algebraic Thinking	5.4(B)		0	Mr. Fernández packed 31 red apples and 41 green apples into a box for a customer. He packed 8 boxes like this. Mr. Fernández used this equation to find x, the number of apples he packed into all the boxes. x = (31 + 41)8  How many apples did Mr. Fernández pack into the boxes?	576	568	80	10168		Mr. Fernández packed 31 red apples and 41 green apples into a box for a customer. He packed 8 boxes like this. Mr. Fernández used this equation to find x, the number of apples he packed into all the boxes. x = (31 + 41)8  How many apples did Mr. Fernández pack into the boxes? 576 568 80 10168
5109	TX	2018.0	5	Data Analysis and Personal Financial Literacy	5.10(A)		0	Which of these is NOT an example of a property tax?	Tax paid on the value of a farm a person owns	Tax paid on the value of a piece of land a person owns	Tax paid on the value of a piece of furniture a person owns	Tax paid on the value of a home a person owns		Which of these is NOT an example of a property tax? Tax paid on the value of a farm a person owns Tax paid on the value of a piece of land a person owns Tax paid on the value of a piece of furniture a person owns Tax paid on the value of a home a person owns
5110	TX	2018.0	5	Operations and Algebraic Thinking	5.3(G)		0	The weight of sand in a large bag is 63.4 pounds. The sand in the bag is divided equally into 20 small bags. What is the weight in pounds of the sand in each small bag?	3.114 lb	3.107 lb	31.7 lb	3.17 lb		The weight of sand in a large bag is 63.4 pounds. The sand in the bag is divided equally into 20 small bags. What is the weight in pounds of the sand in each small bag? 3.114 lb  3.107 lb 31.7 lb 3.17 lb
5111	TX	2018.0	5	Data Analysis and Personal Financial Literacy	5.9(C)		1	The students in a class were each given a set of letters and asked to make words. The dot plot shows the numbers of students who made from 1 to 7 words. What fraction of the students in the class made 5 or more words?	1 / 20	1 / 4	3 / 10	3 / 4		The students in a class were each given a set of letters and asked to make words. The dot plot shows the numbers of students who made from 1 to 7 words. What fraction of the students in the class made 5 or more words?  1 / 20  1 / 4  3 / 10  3 / 4
5112	TX	2018.0	5	Geometry	5.5(A)		1	This graphic organizer is being used to classify triangles based on their angle measures or side lengths. Which list shows all of the ways this triangle could be classified?	Acute only	Equilateral only	Acute and isosceles only	Acute, isosceles, and equilateral only		This graphic organizer is being used to classify triangles based on their angle measures or side lengths. Which list shows all of the ways this triangle could be classified? Acute only Equilateral only Acute and isosceles only Acute, isosceles, and equilateral only
5113	TX	2018.0	5	Operations and Algebraic Thinking	5.3(D)		1	George bought 3 peppers for a cost of $0.40 each. The model represents this  situation.  Which equation shows how to find the total cost in dollars and cents of the peppers George bought?	3 × 4 = 12.00	3 × 40 = 120.00	3 × 0.40 = 1.20	3 × 0.40 = 0.12		George bought 3 peppers for a cost of $0.40 each. The model represents this  situation.  Which equation shows how to find the total cost in dollars and cents of the peppers George bought? 3 × 4 = 12.00 3 × 40 = 120.00 3 × 0.40 = 1.20  3 × 0.40 = 0.12
5114	TX	2018.0	5	Geometry	5.8(C)		1	The graph shows three of the four vertices of parallelogram VWXY. At which location on the coordinate grid could point Y be located?	(1.5, 6.5)	(6.5, 2)	(6.5, 1.5)	(2, 6.5)		The graph shows three of the four vertices of parallelogram VWXY. At which location on the coordinate grid could point Y be located? (1.5, 6.5) (6.5, 2) (6.5, 1.5) (2, 6.5)
5115	TX	2018.0	5	Operations and Algebraic Thinking	5.3(F)		1	Mark has $5.25 in quarters. He spent all this money on 3 sports drinks. He spent the same amount for each sports drink.  Which equation can be used to find the amount of money Mark spent for each sports drink?	5.25 ×  3  = 15.75	5.25 ÷  7 = 0.75	5.25 ÷  3 = 1.75	5.25 ×  7 = 36.75		Mark has $5.25 in quarters. He spent all this money on 3 sports drinks. He spent the same amount for each sports drink.  Which equation can be used to find the amount of money Mark spent for each sports drink? 5.25 ×  3  = 15.75 5.25 ÷  7 = 0.75 5.25 ÷  3 = 1.75 5.25 ×  7 = 36.75
5116	TX	2018.0	5	Geometry	5.5(A)		1	This Venn diagram is being used to classify two types of quadrilaterals. Which type of figure will always belong in the shaded section of this Venn diagram?	Rectangle	Rhombus	Square	Trapezoid		This Venn diagram is being used to classify two types of quadrilaterals. Which type of figure will always belong in the shaded section of this Venn diagram? Rectangle Rhombus Square Trapezoid
5117	TX	2018.0	5	Numerical Representations and Relationships	5.2(B)		1	Elias has three containers of cooking oil. The table shows the volume of cooking oil in each container. Which list shows the containers in order from least to greatest volume in liters?	Container X, Container Y, Container Z	Container Y, Container X, Container Z	Container Z, Container Y, Container X	Container Z, Container X, Container Y		Elias has three containers of cooking oil. The table shows the volume of cooking oil in each container. Which list shows the containers in order from least to greatest volume in liters? Container X, Container Y, Container Z Container Y, Container X, Container Z Container Z, Container Y, Container X Container Z, Container X, Container Y
5118	TX	2018.0	5	Operations and Algebraic Thinking	5.4(D)		1	The table represents a relationship between x and y. The relationship between the x-values and y-values creates a pattern that is —	additive, because each x-value increases by 5	additive, because each y-value is determined by adding 17 to the corresponding x-value	multiplicative, because each y-value is determined by multiplying the corresponding x-value by 17	multiplicative, because each x-value is a multiple of 5		The table represents a relationship between x and y. The relationship between the x-values and y-values creates a pattern that is —   additive, because each x-value increases by 5  additive, because each y-value is determined by adding 17 to the corresponding x-value  multiplicative, because each y-value is determined by multiplying the corresponding x-value by 17 multiplicative, because each x-value is a multiple of 5
5119	TX	2018.0	5	Data Analysis and Personal Financial Literacy	5.9(C)		1	The stem and leaf plot shows Ryan’s math scores so far this year. What is the sum of Ryan’s greatest math score and least math score?	169	187	176	Not here		The stem and leaf plot shows Ryan’s math scores so far this year. What is the sum of Ryan’s greatest math score and least math score?  169 187 176 Not here
5262	TX	2019.0	5	Geometry	5.8(B)		0	Yvonne is using a coordinate grid for the first time. She wants to find the location of the ordered pair (3, 7) on the grid. Starting at the origin, which movement should Yvonne do first?	Move right along the x-axis to 3	Move up along the y-axis to 3	Move right along the y-axis to 7	Move up along the x-axis to 7		Yvonne is using a coordinate grid for the first time. She wants to find the location of the ordered pair (3, 7) on the grid. Starting at the origin, which movement should Yvonne do first? Move right along the x-axis to 3 Move up along the y-axis to 3 Move right along the y-axis to 7 Move up along the x-axis to 7
5263	TX	2019.0	5	Numerical Representations and Relationships	5.4(F)		0	Rebecca bought air filters at a store.  • She bought 8 air filters.  • Each air filter cost $16.95.  • Rebecca used a coupon for $7.50 off her total cost of the air filters. The total cost in dollars that Rebecca paid for these 8 air filters can be represented by this expression. (8 × 16.95) - 7.50 How much did Rebecca pay for these 8 air filters?	80.7	143.1	128.1	75.6		Rebecca bought air filters at a store.  • She bought 8 air filters.  • Each air filter cost $16.95.  • Rebecca used a coupon for $7.50 off her total cost of the air filters. The total cost in dollars that Rebecca paid for these 8 air filters can be represented by this expression. (8 × 16.95) - 7.50 How much did Rebecca pay for these 8 air filters? 80.7 143.1 128.1 75.6
5264	TX	2019.0	5	Operations and Algebraic Thinking	5.3(G)		0	Ms. Jaffey had a total of 428.5 ounces of pretzels to put into 5 bowls for a party. She put an equal number of ounces of pretzels into each bowl. How many ounces of pretzels did Ms. Jaffey put into each bowl?	85.7 oz	97.7 oz	80.0 oz	85.3 oz		Ms. Jaffey had a total of 428.5 ounces of pretzels to put into 5 bowls for a party. She put an equal number of ounces of pretzels into each bowl. How many ounces of pretzels did Ms. Jaffey put into each bowl? 85.7 oz 97.7 oz 80.0 oz 85.3 oz
5265	TX	2019.0	5	Numerical Representations and Relationships	5.4(E)		0	Jacob wrote the expression shown. 10 ÷ 5 + 4(72 - 6) What do these parentheses indicate in the expression?	Divide 10 by 5 before adding 4	Multiply 4 by 72 before subtracting 6	Add 5 and 4 together before subtracting 6 from 72	Subtract 6 from 72 before multiplying by 4		Jacob wrote the expression shown. 10 ÷ 5 + 4(72 - 6) What do these parentheses indicate in the expression? Divide 10 by 5 before adding 4 Multiply 4 by 72 before subtracting 6 Add 5 and 4 together before subtracting 6 from 72 Subtract 6 from 72 before multiplying by 4
5266	TX	2019.0	5	Operations and Algebraic Thinking	5.3(L)		0	The owner of a snow-cone stand used 1/4 gallon of syrup to make 16 cherry snow cones. She used the same amount of syrup in each snow cone. How much syrup in gallons was used in each cherry snow cone?	1/4 gal	4 gal	1/64 gal	64 gal		The owner of a snow-cone stand used 1/4 gallon of syrup to make 16 cherry snow cones. She used the same amount of syrup in each snow cone. How much syrup in gallons was used in each cherry snow cone? 1/4 gal 4 gal  1/64 gal 64 gal
5267	TX	2019.0	5	Data Analysis and Personal Financial Literacy	5.10(B)		0	Cheyenne works 15 hours a week at the movie theater. She earns $8 an hour. Which statement about her weekly income is true?	Her net income is more than $120.	Her gross income is less than $120.	Her net income is less than $120.	Her gross income is more than $120.		Cheyenne works 15 hours a week at the movie theater. She earns $8 an hour. Which statement about her weekly income is true? Her net income is more than $120. Her gross income is less than $120. Her net income is less than $120. Her gross income is more than $120.
5268	TX	2019.0	5	Operations and Algebraic Thinking	5.4(B)		0	Three friends rode their bikes last week. • Christine rode her bike 27 kilometers. • Philip rode his bike 12 kilometers less than Christine. • Nathan rode his bike 3 times as far as Philip. Which equation represents n, the distance in kilometers Nathan rode his bike?	(27 + 12) ÷ 3 = n	(27 - 12) × 3 = n	(27 - 12) ÷ 3 = n	(27 + 12) × 3 = n		Three friends rode their bikes last week. • Christine rode her bike 27 kilometers. • Philip rode his bike 12 kilometers less than Christine. • Nathan rode his bike 3 times as far as Philip. Which equation represents n, the distance in kilometers Nathan rode his bike? (27 + 12) ÷ 3 = n (27 - 12) × 3 = n (27 - 12) ÷ 3 = n (27 + 12) × 3 = n
5269	TX	2019.0	5	Operations and Algebraic Thinking	5.3(E)		0	Dion ran 3.75 kilometers each day to prepare for a race. What was the number of kilometers that Dion ran during 28 days?	10.5 km	105 km	1,875 km	18.75 km		Dion ran 3.75 kilometers each day to prepare for a race. What was the number of kilometers that Dion ran during 28 days? 10.5 km 105 km 1,875 km 18.75 km
5270	TX	2019.0	5	Numerical Representations and Relationships	5.2(B)		0	Four students are traveling to a math contest. The table shows the weights of the four students’ suitcases.   In what position would Juan’s suitcase be if the weights of the suitcases in pounds were ordered from greatest to least?	First	Second	Third	Fourth		Four students are traveling to a math contest. The table shows the weights of the four students’ suitcases.   In what position would Juan’s suitcase be if the weights of the suitcases in pounds were ordered from greatest to least? First Second Third Fourth
5271	TX	2019.0	5	Operations and Algebraic Thinking	5.3(K)		0	Mr. Wilfred used a full 2-liter bottle of liquid soap to fill two soap containers. • He put 0.475 liter of soap in the first container. • He put 0.35 liter of soap in the second container. How many liters of liquid soap remained in the bottle?	0.825 L	0.625 L	1.175 L	1.49 L		Mr. Wilfred used a full 2-liter bottle of liquid soap to fill two soap containers. • He put 0.475 liter of soap in the first container. • He put 0.35 liter of soap in the second container. How many liters of liquid soap remained in the bottle? 0.825 L 0.625 L 1.175 L 1.49 L
5272	TX	2019.0	5	Operations and Algebraic Thinking	5.3(E)		0	Mr. Nolan paid $36.95 for each adult shirt and $23.95 for each youth shirt he bought. Mr. Nolan bought 2 adult shirts and 5 youth shirts. How much money did he spend on these shirts?	167.35	258.65	232.65	193.65		Mr. Nolan paid $36.95 for each adult shirt and $23.95 for each youth shirt he bought. Mr. Nolan bought 2 adult shirts and 5 youth shirts. How much money did he spend on these shirts? 167.35 258.65 232.65 193.65
5273	TX	2019.0	5	Geometry	5.7(A)		0	Kristin drinks 0.5 liter of orange juice with breakfast each day for 15 days. How many milliliters of orange juice does Kristin drink during the 15 days?	15,000 mL	7,500 mL	750 mL	500 mL		Kristin drinks 0.5 liter of orange juice with breakfast each day for 15 days. How many milliliters of orange juice does Kristin drink during the 15 days? 15,000 mL 7,500 mL 750 mL 500 mL
5274	TX	2019.0	5	Numerical Representations and Relationships	5.2(B)		0	Which inequality is NOT true?	65.7 < 67.54	4.003 > 4.03	26.4 < 26.48	0.91 > 0.097		Which inequality is NOT true? 65.7 < 67.54 4.003 > 4.03 26.4 < 26.48 0.91 > 0.097
5275	TX	2019.0	5	Numerical Representations and Relationships	5.4(F)		0	Nakita bought items at a grocery store.  • She bought 2 boxes of crackers for $3.50 each.  • She used a coupon for $0.80 off the price of each box of crackers.  • She bought a jar of peanut butter for $4.85.  • She bought a package of juice boxes for $2.40.  • She used a coupon for $3.00 off the total price of the items she bought. This expression can be used to determine the price of the items Nakita bought. [2(3.50 - 0.80) + 4.85 + 2.40] - 3.00 What is the price of the items Nakita bought?	6.95	10.45	9.65	12.65		Nakita bought items at a grocery store.  • She bought 2 boxes of crackers for $3.50 each.  • She used a coupon for $0.80 off the price of each box of crackers.  • She bought a jar of peanut butter for $4.85.  • She bought a package of juice boxes for $2.40.  • She used a coupon for $3.00 off the total price of the items she bought. This expression can be used to determine the price of the items Nakita bought. [2(3.50 - 0.80) + 4.85 + 2.40] - 3.00 What is the price of the items Nakita bought? 6.95 10.45 9.65 12.65
5276	TX	2019.0	5	Operations and Algebraic Thinking	5.3(G)		0	Mr. Adams drove his delivery truck 151.2 miles during 24 days. He drove the same number of miles each day. How many miles did Mr. Adams drive each day?	6.3 mi	7.16 mi	6.0 mi	5.13 mi		Mr. Adams drove his delivery truck 151.2 miles during 24 days. He drove the same number of miles each day. How many miles did Mr. Adams drive each day? 6.3 mi 7.16 mi 6.0 mi 5.13 mi
5277	TX	2019.0	5	Operations and Algebraic Thinking	5.4(B)		0	Mr. Lorenzo gave his 2 sons $50 to buy a cooler. The total cost for the cooler is $44. Mr. Lorenzo told his sons that they could each have an equal share of the change they receive. The equation shown can be used to determine s, the amount of money each son should receive in dollars. s = (50 - 44) ÷ 2 What amount of money is represented by s?	28	6	19	3		Mr. Lorenzo gave his 2 sons $50 to buy a cooler. The total cost for the cooler is $44. Mr. Lorenzo told his sons that they could each have an equal share of the change they receive. The equation shown can be used to determine s, the amount of money each son should receive in dollars. s = (50 - 44) ÷ 2 What amount of money is represented by s? 28 6 19 3
5278	TX	2019.0	5	Operations and Algebraic Thinking	5.3(F)		1	The hundredths model is shaded to represent a division problem.  Which equation is represented by the model?	0.72 ÷ 9 = 9	0.72 ÷ 9 = 0.09	0.72 ÷ 9 = 8	0.72 ÷ 9 = 0.08		The hundredths model is shaded to represent a division problem.  Which equation is represented by the model? 0.72 ÷ 9 = 9 0.72 ÷ 9 = 0.09 0.72 ÷ 9 = 8 0.72 ÷ 9 = 0.08
5279	TX	2019.0	5	Geometry	5.8(C)		1	Jim plotted the following ordered pairs on a coordinate grid. (1, 3) (3, 6) (7, 6) (9, 3)   Jim connected the points with line segments to form a polygon. Which point is located inside the polygon?	(4, 5)	(8, 6)	(5, 7)	(3, 1)		Jim plotted the following ordered pairs on a coordinate grid. (1, 3) (3, 6) (7, 6) (9, 3)   Jim connected the points with line segments to form a polygon. Which point is located inside the polygon? (4, 5) (8, 6) (5, 7) (3, 1)
5280	TX	2019.0	5	Data Analysis and Personal Financial Literacy	5.9(C)		1	The fifth-grade students at Oakwood Elementary School recorded their favorite ice-cream flavor on the graph shown.  How many students did not pick strawberry as their favorite ice-cream flavor?	55	120	125	115		The fifth-grade students at Oakwood Elementary School recorded their favorite ice-cream flavor on the graph shown.  How many students did not pick strawberry as their favorite ice-cream flavor? 55 120 125 115
5281	TX	2019.0	5	Operations and Algebraic Thinking	5.3(I)		1	Darenda worked for 3 weeks. The shaded parts of the model represent the fraction of each week she worked from her home office.   Which expression can be used to determine the number of weeks Darenda worked from her home office over these 3 weeks?	3 + 3/4	3 + 3/7	3 ×  3/4	3 × 3/7		Darenda worked for 3 weeks. The shaded parts of the model represent the fraction of each week she worked from her home office.   Which expression can be used to determine the number of weeks Darenda worked from her home office over these 3 weeks?  3 + 3/4 3 + 3/7 3 ×  3/4 3 × 3/7
5282	TX	2019.0	5	Geometry	5.5(A)		1	A student used this graphic organizer to classify different figures. Which figures belong in the part of the organizer labeled “Isosceles triangles”?	Figures II and V only	Figures I, III, and V only	Figures I and III only	Figures II, IV, and V only		A student used this graphic organizer to classify different figures. Which figures belong in the part of the organizer labeled “Isosceles triangles”? Figures II and V only Figures I, III, and V only Figures I and III only Figures II, IV, and V only
5283	TX	2019.0	5	Operations and Algebraic Thinking	5.3(H)		1	Vanna used the fraction strips shown to help her determine the difference between 5/6 and 1/4 . What is  5/6 - 1/4 ?	1 / 5	7 / 12	1 / 2	5 / 8		Vanna used the fraction strips shown to help her determine the difference between 5/6 and 1/4 . What is  5/6 - 1/4 ?  1 / 5  7 / 12  1 / 2  5 / 8
5284	TX	2019.0	5	Geometry	5.4(H)		1	The combined perimeter of the rectangle and triangle is 63 inches. The model shows the dimensions of the rectangle.   What is the perimeter in inches of the triangle?	27 in.	45 in.	9 in.	21 in.		The combined perimeter of the rectangle and triangle is 63 inches. The model shows the dimensions of the rectangle.   What is the perimeter in inches of the triangle? 27 in. 45 in. 9 in. 21 in.
5285	TX	2019.0	5	Data Analysis and Personal Financial Literacy	5.9(C)		1	The stem and leaf plot shows the numbers of sit-ups a group of students did in P.E.   What is the difference between the number of students who did more than 36 sit-ups and the number of students who did fewer than 25 sit-ups?	11	6	18	1		The stem and leaf plot shows the numbers of sit-ups a group of students did in P.E.   What is the difference between the number of students who did more than 36 sit-ups and the number of students who did fewer than 25 sit-ups? 11 6 18 1
5286	TX	2019.0	5	Operations and Algebraic Thinking	5.3(J)		1	The model is shaded to represent the remaining one-half of a cake. Three friends will each receive an equal amount of the remaining cake until it is all gone.  Which equation can be used to determine the fraction of the whole cake each friend will receive?	1/2 × 3 = 3/2	1/2 × 6 = 6/2	1/2 ÷ 3 = 1/6	1/2 ÷ 6 = 1/12		The model is shaded to represent the remaining one-half of a cake. Three friends will each receive an equal amount of the remaining cake until it is all gone.  Which equation can be used to determine the fraction of the whole cake each friend will receive?  1/2 × 3 = 3/2 1/2 × 6 = 6/2 1/2 ÷ 3 = 1/6 1/2 ÷ 6 = 1/12
5287	TX	2019.0	5	Operations and Algebraic Thinking	5.4(D)		1	The table shows x-values and y-values for a number pattern.   Which statement is true?	The pattern is multiplicative, because the y-values are 1.5 times the corresponding x-values.	The pattern is multiplicative, because the y-values are 6 more than the corresponding x-values.	The pattern is additive, because the y-values are 1.5 times the corresponding x-values.	The pattern is additive, because the y-values are 6 more than the corresponding x-values.		The table shows x-values and y-values for a number pattern.   Which statement is true? The pattern is multiplicative, because the y-values are 1.5 times the corresponding x-values. The pattern is multiplicative, because the y-values are 6 more than the corresponding x-values. The pattern is additive, because the y-values are 1.5 times the corresponding x-values. The pattern is additive, because the y-values are 6 more than the corresponding x-values.
5288	TX	2019.0	5	Geometry	5.6(B)		1	Hollis put a layer of boxes in the bottom of a container. Each box has a volume of 1 cubic foot. The base layer of boxes in the container is shown.  Hollis will need 8 of these layers to completely fill the container. What is the volume of the container in cubic feet?	36 cubic feet	288 cubic feet	384 cubic feet	1,296 cubic feet		Hollis put a layer of boxes in the bottom of a container. Each box has a volume of 1 cubic foot. The base layer of boxes in the container is shown.  Hollis will need 8 of these layers to completely fill the container. What is the volume of the container in cubic feet? 36 cubic feet 288 cubic feet 384 cubic feet 1,296 cubic feet
5289	TX	2019.0	5	Operations and Algebraic Thinking	5.3(L)		1	Tommy bought 3 cups of blueberries. He will eat 1/2 cup of blueberries each day.  How many days can Tommy eat the blueberries before they are all gone?	6	2	5	4		Tommy bought 3 cups of blueberries. He will eat 1/2 cup of blueberries each day.  How many days can Tommy eat the blueberries before they are all gone?   6 2 5 4
5290	TX	2019.0	5	Geometry	5.5(A)		1	Akshar is making a mobile that lists quadrilaterals.   What is the name of the subset of quadrilaterals missing from Akshar’s mobile?	Hexagon	Polygon	Parallelogram	Triangle		Akshar is making a mobile that lists quadrilaterals.   What is the name of the subset of quadrilaterals missing from Akshar’s mobile? Hexagon Polygon Parallelogram Triangle
5446	VA	2014.0	5	Number and Number Sense			0	Which decimal is equivalent to 3/5 ?	0.3	0.35	0.53	0.6		Which decimal is equivalent to 3/5 ? 0.3 0.35 0.53 0.6
5447	VA	2014.0	5	Computation and Estimation			0	A parking garage has 12 levels. Each level has 86 parking spaces. What is the total number of parking spaces in the garage?	98	168	932	1032		A parking garage has 12 levels. Each level has 86 parking spaces. What is the total number of parking spaces in the garage? 98 168 932 1032
5448	VA	2014.0	5	Computation and Estimation			0	What is the value of this expression? 6 +4(8 - 5)	18	30	33	72		What is the value of this expression? 6 +4(8 - 5) 18 30 33 72
5449	VA	2014.0	5	Number and Number Sense			0	Which list of numbers is ordered from least to greatest?   3/12 , 8/9 , 0.75 , 0.22	3/12 , 0.22 , 8/9 , 0.75	8/9 , 0.75 , 3/12 , 0.22	0.22, 3/12 , 0.75 , 8/9	0.22 , 0.75 , 3/12 , 8/9		Which list of numbers is ordered from least to greatest?   3/12 , 8/9 , 0.75 , 0.22 3/12 , 0.22 , 8/9 , 0.75 8/9 , 0.75 , 3/12 , 0.22 0.22, 3/12 , 0.75 , 8/9 0.22 , 0.75 , 3/12 , 8/9
5450	VA	2014.0	5	Computation and Estimation			0	Based on the order of operations, which shows the first step in simplifying this expression ?  16 ÷ 2 + 6(7 + 4 x 5)	8 + 6(7 + 4 x 5)	16 ÷ 8(7 + 4 x 5)	16 ÷ 2 + 6(11 x 5)	16 ÷ 2 + 6(7 + 20)		Based on the order of operations, which shows the first step in simplifying this expression ?  16 ÷ 2 + 6(7 + 4 x 5) 8 + 6(7 + 4 x 5) 16 ÷ 8(7 + 4 x 5) 16 ÷ 2 + 6(11 x 5) 16 ÷ 2 + 6(7 + 20)
5451	VA	2014.0	5	Computation and Estimation			0	Mary Lee has a total of 216 eggs.  Using these eggs, she will fill empty egg cartons that each hold 12 eggs. What is the greatest number of egg cartons that Mary Lee can fill completely?	18	19	228	2592		Mary Lee has a total of 216 eggs.  Using these eggs, she will fill empty egg cartons that each hold 12 eggs. What is the greatest number of egg cartons that Mary Lee can fill completely? 18 19 228 2592
5452	VA	2014.0	5	Computation and Estimation			0	What is the product of 5.06 and 2.1 ?	10.526	10.626	1.518	1.508		What is the product of 5.06 and 2.1 ? 10.526 10.626 1.518 1.508
5453	VA	2014.0	5	Computation and Estimation			0	The cost for a movie ticket is $5.50. Soft drinks cost $1.25 each. What is the total cost for 13 people to each purchase a movie ticket and a soft drink ?	16.25	19.75	72.75	87.75		The cost for a movie ticket is $5.50. Soft drinks cost $1.25 each. What is the total cost for 13 people to each purchase a movie ticket and a soft drink ? 16.25 19.75 72.75 87.75
5454	VA	2014.0	5	Number and Number Sense			0	Students are comparing their heights. Jose is 4 1/6 feet tall, Lee is 4 1/4 feet tall, Judi is 4 1/12 feet tall, and Sammy is 4 2/3 feet tall. Which student is the tallest?	Jose	Lee	Judi	Sammy		Students are comparing their heights. Jose is 4 1/6 feet tall, Lee is 4 1/4 feet tall, Judi is 4 1/12 feet tall, and Sammy is 4 2/3 feet tall. Which student is the tallest?  Jose Lee Judi Sammy
5455	VA	2014.0	5	Computation and Estimation			0	Michael has a total of 10 pies to serve. This table shows the amounts of pie Michael has already served.  Which mixed number represents the total amount of pie Michael has left to serve?	2 1/12 pies	3 1/12 pies	6 11/12 pies	7 11/12 pies		Michael has a total of 10 pies to serve. This table shows the amounts of pie Michael has already served.  Which mixed number represents the total amount of pie Michael has left to serve? 2 1/12 pies 3 1/12 pies 6 11/12 pies 7 11/12 pies
5456	VA	2014.0	5	Computation and Estimation			0	The state of Virginia has a total of 39,594 square miles. The state of Maryland has a total area of 9,774 square miles. How much larger is the total area of Virginia than Maryland ?	29,820 square miles	30,220 square miles	30,820 square miles	49,368 square miles		The state of Virginia has a total of 39,594 square miles. The state of Maryland has a total area of 9,774 square miles. How much larger is the total area of Virginia than Maryland ? 29,820 square miles 30,220 square miles 30,820 square miles 49,368 square miles
5457	VA	2014.0	5	Number and Number Sense			0	A set of basketball uniforms contains only odd-numbered jerseys. Which could be three of the jersey numbers from this set of uniforms?	11, 33, 44	15, 41, 55	21 , 35, 52	34 , 42 , 50		A set of basketball uniforms contains only odd-numbered jerseys. Which could be three of the jersey numbers from this set of uniforms? 11, 33, 44 15, 41, 55 21 , 35, 52 34 , 42 , 50
5458	VA	2014.0	5	Number and Number Sense			0	Which of the following digits could be found in the ones place of a number divisible by 2?	0	1	3	5		Which of the following digits could be found in the ones place of a number divisible by 2?  0 1 3 5
5459	VA	2014.0	5	Measurement and Geometry			0	530 millimeters = __ liter(s)	0.53	5.3	53000	530000		530 millimeters = __ liter(s) 0.53 5.3 53000 530000
5460	VA	2014.0	5	Measurement and Geometry			0	Marissa drew a figure with the following characteristics.  Four congruent sides  Two pairs of parallel sides  Two pairs of congruent opposite angles   No right angles   Which term best describes the figure Marissa drew?	Triangle	Rhombus	Rectangle	Trapezoid		Marissa drew a figure with the following characteristics.  Four congruent sides  Two pairs of parallel sides  Two pairs of congruent opposite angles   No right angles   Which term best describes the figure Marissa drew? Triangle Rhombus Rectangle Trapezoid
5461	VA	2014.0	5	Measurement and Geometry			0	To determine the amount of peanuts a bag will hold, Toby needs to find the -	area	length	volume	perimeter		To determine the amount of peanuts a bag will hold, Toby needs to find the - area length volume perimeter
5462	VA	2014.0	5	Measurement and Geometry			0	Perimeter is used to find the -	distance from a ceiling to the floor	amount of blacktop on a playground	amount of floor space covered by a carpet	distance around the edge of a swimming pool		Perimeter is used to find the -  distance from a ceiling to the floor amount of blacktop on a playground amount of floor space covered by a carpet distance around the edge of a swimming pool
5463	VA	2014.0	5	Measurement and Geometry			0	What is the area of a right triangle with a base of 4 feet and a height of 8 feet?	12 square feet	16 square feet	24 square feet	32 square feet		What is the area of a right triangle with a base of 4 feet and a height of 8 feet? 12 square feet 16 square feet 24 square feet 32 square feet
5464	VA	2014.0	5	Probability, Statistics, Patterns, and Algebra			0	Which rule can be used to find the next number in this increasing pattern?  3, 4, 6, 9, 13, 18, 24, __	Add 7 to 24	Add 6 to 24	Add 5 to 24	Add 3 to 24		Which rule can be used to find the next number in this increasing pattern?  3, 4, 6, 9, 13, 18, 24, __ Add 7 to 24 Add 6 to 24 Add 5 to 24 Add 3 to 24
5465	VA	2014.0	5	Probability, Statistics, Patterns, and Algebra			0	Jordan needs to walk 6 more miles this week to reach his weekly goal of 21 miles. Which number sentence can be used to find n, the total number of miles that Jordan has walked so far this week?	n = 6 + 21	n + 6 = 21	n = 6 x 21	n - 6 = 21		Jordan needs to walk 6 more miles this week to reach his weekly goal of 21 miles. Which number sentence can be used to find n, the total number of miles that Jordan has walked so far this week? n = 6 + 21 n + 6 = 21 n = 6 x 21 n - 6 = 21
5466	VA	2014.0	5	Probability, Statistics, Patterns, and Algebra			0	This sample space shows all the possible combinations of one type of main dish and one type of drink from which Roberto can choose.  Cereal, Milk  Cereal, Juice   Eggs, Milk  Eggs, Juice    Pancakes, Milk   Pancakes, Juice   According to the sample space, what is the probability Roberto will select eggs and juice?	2 / 4	2 / 6	1 / 5	1 / 6		This sample space shows all the possible combinations of one type of main dish and one type of drink from which Roberto can choose.  Cereal, Milk  Cereal, Juice   Eggs, Milk  Eggs, Juice    Pancakes, Milk   Pancakes, Juice   According to the sample space, what is the probability Roberto will select eggs and juice?  2 / 4  2 / 6  1 / 5  1 / 6
5467	VA	2014.0	5	Probability, Statistics, Patterns, and Algebra			0	This set of data shows the number of pages that Caden read each night for 5 nights.  {15 , 12, 18, 10, 30} What is the range for this set of data?	20	18	17	15		This set of data shows the number of pages that Caden read each night for 5 nights.  {15 , 12, 18, 10, 30} What is the range for this set of data? 20 18 17 15
