	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
4020	SC	2018.0	4	Measurement and Data	4.MDA.2		0	Rachel drove from her house to the beach. It took her 3 hours and 14 minutes. Then, she drove from the beach to her friend’s house. That took her 1 hour and 37 minutes. How much time did Rachel spend driving altogether?	4 hours and 23 minutes	4 hours and 51 minutes	5 hours and 1 minute	5 hours and 13 minutes		Rachel drove from her house to the beach. It took her 3 hours and 14 minutes. Then, she drove from the beach to her friend’s house. That took her 1 hour and 37 minutes. How much time did Rachel spend driving altogether? 4 hours and 23 minutes 4 hours and 51 minutes 5 hours and 1 minute 5 hours and 13 minutes
4021	SC	2018.0	4	Measurement and Data	4.MDA.2		0	Kathleen saves money to buy a shirt that costs $10.25. She saves $3.00 each week for 4 weeks. After the 4th week, Kathleen buys the shirt. How much money does Kathleen have left after she buys the shirt?	1.75	2.25	2.75	3.25		Kathleen saves money to buy a shirt that costs $10.25. She saves $3.00 each week for 4 weeks. After the 4th week, Kathleen buys the shirt. How much money does Kathleen have left after she buys the shirt? 1.75 2.25 2.75 3.25
4022	SC	2018.0	4	Number and Operations - Fractions	4.NSF.7		1	Sanup compares 45.29 and 45.08 using the chart shown Sanup uses the chart to show 45.29 is greater than 45.08. Which statement best explains why 45.29 is greater than 45.08?	The value of the 2 in the first number is greater than the value of the 0 in thesecond number.	The value of the 9 in the first number is greater than the value of the 8 in the second number.	The sum of the digits 9 and the 2 in the first number is greater than the sum of the digits 8 and the 0 in the second number.	The first number has four digits greater than 0 and the second number has three digits greater than 0.		Sanup compares 45.29 and 45.08 using the chart shown Sanup uses the chart to show 45.29 is greater than 45.08. Which statement best explains why 45.29 is greater than 45.08? The value of the 2 in the first number is greater than the value of the 0 in thesecond number. The value of the 9 in the first number is greater than the value of the 8 in the second number. The sum of the digits 9 and the 2 in the first number is greater than the sum of the digits 8 and the 0 in the second number. The first number has four digits greater than 0 and the second number has three digits greater than 0.
4023	SC	2018.0	4	Geometry	4.G.4		1	The figure shows the word wire in capital letters. Which capital letter of the word wire has more than one line of symmetry?	W	I	R	E		The figure shows the word wire in capital letters. Which capital letter of the word wire has more than one line of symmetry? W I R E
4024	SC	2018.0	4	Measurement and Data	4.MDA.4		1	Jacob correctly measures the lengths, in inches, of 4 lightbulbs as shown. The line plot shows the length of 3 lightbulbs. What is the length, in inches, of the light bulb not represented on the line plot?	1 1/2	2 1/4	2 1/2	2 3/4		Jacob correctly measures the lengths, in inches, of 4 lightbulbs as shown. The line plot shows the length of 3 lightbulbs. What is the length, in inches, of the light bulb not represented on the line plot? 1 1/2 2 1/4 2 1/2 2 3/4
4025	SC	2018.0	4	Measurement and Data	4.MDA.4		1	The line plot shows the lengths, in inches, of different insects. How many different insects are represented in the line plot?	7	8	10	12		The line plot shows the lengths, in inches, of different insects. How many different insects are represented in the line plot? 7 8 10 12
4104	TN	2017.0	4	Number and Operations in Base Ten	4.NBT.B.6		1	Which expression is represented by the model?	35 ÷ 3	35 ÷ 2	105 ÷ 3	107 ÷ 3		Which expression is represented by the model? 35 ÷ 3 35 ÷ 2 105 ÷ 3 107 ÷ 3
4123	TN	2018.0	4	Operations and Algebraic Thinking	4.OA.A.3		0	Ben had 5 sheets of stickers. Each sheet had 12 stickers on it. Ben gave 23 stickers to his sister. He gave 16 stickers to his brother. Which equation can be used to determine s,  how many stickers Ben has left?	(5 x 12) - 23 - 16 = s	(12 + 5) - 23 + 16 = s	(5 x 12) - 23 + 16 = s	(12 x 5) + 23 - 16 = s		Ben had 5 sheets of stickers. Each sheet had 12 stickers on it. Ben gave 23 stickers to his sister. He gave 16 stickers to his brother. Which equation can be used to determine s,  how many stickers Ben has left? (5 x 12) - 23 - 16 = s (12 + 5) - 23 + 16 = s (5 x 12) - 23 + 16 = s (12 x 5) + 23 - 16 = s
4124	TN	2018.0	4	Operations and Algebraic Thinking	4.OA.C.5		0	Juan writes a number pattern. The pattern starts with 63. The pattern uses the rule subtract 5. Which sentence about the numbers in Juan’s pattern is true?	All of the numbers are odd because an odd number is subtracted.	All of the numbers are odd because the pattern starts with an odd number.	The numbers switch between odd and even because an odd number is subtracted.	The numbers switch between odd and even because the pattern starts with an odd number.		Juan writes a number pattern. The pattern starts with 63. The pattern uses the rule subtract 5. Which sentence about the numbers in Juan’s pattern is true? All of the numbers are odd because an odd number is subtracted. All of the numbers are odd because the pattern starts with an odd number. The numbers switch between odd and even because an odd number is subtracted. The numbers switch between odd and even because the pattern starts with an odd number.
4125	TN	2018.0	4	Number and Operations in Base Ten	4.NBT.A.1		0	Choose the answer that correctly fills the blank. The value of the digit 4 in the number 8421 is _______ times the value of the digit 4 in the number 2148.	one	ten	one hundred	one thousand		Choose the answer that correctly fills the blank. The value of the digit 4 in the number 8421 is _______ times the value of the digit 4 in the number 2148. one ten one hundred one thousand
4126	TN	2018.0	4	Measurement and Data	4.MD.C.5b		0	An angle turns through 40 one	1	39	40	41		An angle turns through 40 one 1 39 40 41
4127	TN	2018.0	4	Number and Operations - Fractions	4.NBT.A.1		0	In which number does the 8 have a value that is 10 times the value of the 8 in 50,800?	68000	77080	80000	90810		In which number does the 8 have a value that is 10 times the value of the 8 in 50,800? 68000 77080 80000 90810
4128	TN	2018.0	4	Measurement and Data	4.MD.B.4		1	This line plot shows the lengths of 10 sticks. What is the difference in the lengths, in inches, of the longest and shortest sticks?	1 1/2	2	2 1/2	3 1/2		This line plot shows the lengths of 10 sticks. What is the difference in the lengths, in inches, of the longest and shortest sticks? 1 1/2 2 2 1/2 3 1/2
4190	TX	2013.0	4	Numerical Representations and Relationships	4.3(A)		0	Inez is 12 years younger than Raúl. Raúl is 6 years older than Kaylee. Kaylee is twice as old as Henry. Henry is 5 years old. What is the combined age of these four people?	35 years	59 years	45 years	26 years		Inez is 12 years younger than Raúl. Raúl is 6 years older than Kaylee. Kaylee is twice as old as Henry. Henry is 5 years old. What is the combined age of these four people? 35 years 59 years 45 years 26 years
4191	TX	2013.0	4	Operations and Algebraic Thinking	4.4(E)		0	Terrell spent $306 on a television and 3 video games. He spent $243 on thetelevision. Each video game was the same price. How much did Terrell spend oneach video game?	$21, because 306 − 243 = 63 and 63 ÷ 3 = 21	$1,647, because 306 + 243 = 549 and 549 × 3 = 1,647	$183, because 306 + 243 = 549 and 549 ÷ 3 = 183	$189, because 306 − 243 = 63 and 63 × 3 = 189		Terrell spent $306 on a television and 3 video games. He spent $243 on thetelevision. Each video game was the same price. How much did Terrell spend oneach video game?   $21, because 306 − 243 = 63 and 63 ÷ 3 = 21 $1,647, because 306 + 243 = 549 and 549 × 3 = 1,647 $183, because 306 + 243 = 549 and 549 ÷ 3 = 183 $189, because 306 − 243 = 63 and 63 × 3 = 189
4192	TX	2013.0	4	Geometry	4.6(A)		0	Laura separated her puzzles into 2 groups. Each group had 5 puzzles. Which number sentence CANNOT be used to find the number of puzzles in these two groups?	__  ÷ 2 = 5	__+ 2 = 5	5 × 2 =  __	2× 5 = __		Laura separated her puzzles into 2 groups. Each group had 5 puzzles. Which number sentence CANNOT be used to find the number of puzzles in these two groups? __  ÷ 2 = 5 __+ 2 = 5 5 × 2 =  __ 2× 5 = __
4193	TX	2013.0	4	Mathematical Process	4.1(A)		0	A total of 7,093,502 people watched a soccer game on television. Which of the following has the same value as 7,093,502?	7,000,000 + 900,000 + 30,000 + 5,000 + 200	7,000,000 + 90,000 + 3,000 + 50 + 2	7,000,000 + 900,000 + 3,000 + 500 + 2	7,000,000 + 90,000 + 3,000 + 500 + 2		A total of 7,093,502 people watched a soccer game on television. Which of the following has the same value as 7,093,502? 7,000,000 + 900,000 + 30,000 + 5,000 + 200 7,000,000 + 90,000 + 3,000 + 50 + 2 7,000,000 + 900,000 + 3,000 + 500 + 2 7,000,000 + 90,000 + 3,000 + 500 + 2
4194	TX	2013.0	4		4.11(B)		0	Mrs. Taylor wants to pour 8 quarts of juice into 16 glasses. Each glass holds one pint. Does Mrs. Taylor have enough juice to fill 16 glasses?	No, because there are 4 quarts in 1 gallon and 16 ÷ 4 = 4	No, because there are 4 quarts in 1 gallon and 4 × 16 = 64	Yes, because there are 2 pints in 1 quart and 2 × 8 = 16	Yes, because there are 2 pints in 1 quart and 8 ÷ 2 = 4		Mrs. Taylor wants to pour 8 quarts of juice into 16 glasses. Each glass holds one pint. Does Mrs. Taylor have enough juice to fill 16 glasses? No, because there are 4 quarts in 1 gallon and 16 ÷ 4 = 4 No, because there are 4 quarts in 1 gallon and 4 × 16 = 64 Yes, because there are 2 pints in 1 quart and 2 × 8 = 16 Yes, because there are 2 pints in 1 quart and 8 ÷ 2 = 4
4195	TX	2013.0	4	Geometry	4.6(B)		0	A season pass at a water park costs $100.  A total of 125 people paid for a season pass. What was the total cost of these season passes?	225	12500	12005	1250		A season pass at a water park costs $100.  A total of 125 people paid for a season pass. What was the total cost of these season passes?  225 12500 12005 1250
4196	TX	2013.0	4	Operations and Algebraic Thinking	4.5(B)		0	Nathan washes 26 cars each day he works at a car wash. He worked 34 days during the summer. About how many cars did Nathan wash during these 34 days?	900	600	1800	1200		Nathan washes 26 cars each day he works at a car wash. He worked 34 days during the summer. About how many cars did Nathan wash during these 34 days? 900 600 1800 1200
4197	TX	2013.0	4		4.11(E)		0	The pull of gravity on Venus is different from the pull of gravity on Mercury. Which statement about an object on Venus and the same object on Mercury is true?	The mass of the object would be different on each planet, because mass changes according to the pull of gravity.	The height of the object would be different on each planet, because height changes according to the pull of gravity.	The weight of the object would be different on each planet, because weight changes according to the pull of gravity.	The length of the object would be different on each planet, because length changes according to the pull of gravity.		The pull of gravity on Venus is different from the pull of gravity on Mercury. Which statement about an object on Venus and the same object on Mercury is true? The mass of the object would be different on each planet, because mass changes according to the pull of gravity. The height of the object would be different on each planet, because height changes according to the pull of gravity. The weight of the object would be different on each planet, because weight changes according to the pull of gravity. The length of the object would be different on each planet, because length changes according to the pull of gravity.
4198	TX	2013.0	4	Operations and Algebraic Thinking	4.4(D)		0	There are 39 containers of water for the students at a race. Each container holds 24 quarts of water. How many quarts of water are in the 39 containers?	234 qt	936 qt	1,026 qt	836 qt		There are 39 containers of water for the students at a race. Each container holds 24 quarts of water. How many quarts of water are in the 39 containers? 234 qt 936 qt 1,026 qt 836 qt
4199	TX	2013.0	4	Operations and Algebraic Thinking	4.4(E)		0	Oscar used a total of 315 blocks to make 5 towers. He used an equal number of blocks to make each tower. How many blocks did Oscar use to make each tower?	65	63	61	79		Oscar used a total of 315 blocks to make 5 towers. He used an equal number of blocks to make each tower. How many blocks did Oscar use to make each tower? 65 63 61 79
4200	TX	2013.0	4	Operations and Algebraic Thinking	4.4(C)		0	Ms. López bought 5 packages of crackers at a store. Each package had 8 crackers. What was the total number of crackers in these 5 packages?	25	13	35	Not here		Ms. López bought 5 packages of crackers at a store. Each package had 8 crackers. What was the total number of crackers in these 5 packages? 25 13 35 Not here
4201	TX	2013.0	4	Geometry	4.8(C)		1	The figures below share a characteristic. Which statement best describes these figures?	They are all trapezoids.	They are all rectangles.	They are all squares.	They are all quadrilaterals.		The figures below share a characteristic. Which statement best describes these figures? They are all trapezoids. They are all rectangles. They are all squares. They are all quadrilaterals.
4202	TX	2013.0	4	Numerical Representations and Relationships	4.2(D)		1	The model below is shaded to represent 1 4/100  . Which decimal does the model represent?	1.04	1.4	14	1.004		The model below is shaded to represent 1 4/100  . Which decimal does the model represent? 1.04 1.4 14 1.004
4203	TX	2013.0	4		4.11(A)		1	The model below represents the length and width of a rectangular exercise mat.   What is the area of this mat in square meters?	15 square meters	45 square meters	54 square meters	30 square meters		The model below represents the length and width of a rectangular exercise mat.   What is the area of this mat in square meters? 15 square meters 45 square meters 54 square meters 30 square meters
4204	TX	2013.0	4	Data Analysis and Personal Financial Literacy	4.10(A)		1	Which number does point Y best represent on the number line below?	24.8	23.2	24.2	23.8		Which number does point Y best represent on the number line below?  24.8 23.2 24.2 23.8
4205	TX	2013.0	4		4.11(A)		1	Use the ruler provided to measure the side lengths of the figures below to thenearest centimeter. What is the difference between the perimeters of these figures?	2 cm	9 cm	29 cm	5 cm		Use the ruler provided to measure the side lengths of the figures below to thenearest centimeter. What is the difference between the perimeters of these figures? 2 cm 9 cm 29 cm 5 cm
4206	TX	2013.0	4		4.13(B)		1	The graph below shows the number of sunny days and rainy days in a city during four months.  Based on the graph, how many more sunny days than rainy days did this city have during the months of April, May, and June?	21	56	26	20		The graph below shows the number of sunny days and rainy days in a city during four months.  Based on the graph, how many more sunny days than rainy days did this city have during the months of April, May, and June? 21 56 26 20
4207	TX	2013.0	4	Geometry	4.8(B)		1	A group of lines is shown below.  Which two lines appear to be perpendicular?	Lines m and p	Lines p and q	Lines m and n	Lines n and q		A group of lines is shown below.  Which two lines appear to be perpendicular? Lines m and p Lines p and q Lines m and n Lines n and q
4208	TX	2013.0	4	Numerical Representations and Relationships	4.2(C)		1	The models below are shaded to represent two different fractions. Which statement is true?	3/7 > 7/12	3/4 < 7/12	3/7 < 7/12	4/7 > 5/7		The models below are shaded to represent two different fractions. Which statement is true? 3/7 > 7/12 3/4 < 7/12 3/7 < 7/12 4/7 > 5/7
4209	TX	2013.0	4		4.13(A)		1	Each player in a game will roll a number cube and spin the arrow on a spinner one time. The numbers on each face of the number cube and the shapes on the spinner are shown below. How many different combinations of 1 odd number and 1 shape are possible?	18	12	9	36		Each player in a game will roll a number cube and spin the arrow on a spinner one time. The numbers on each face of the number cube and the shapes on the spinner are shown below. How many different combinations of 1 odd number and 1 shape are possible? 18 12 9 36
4210	TX	2013.0	4	Geometry	4.7(A)		1	The table below shows the amount of money Hector earned and spent during each of four months.  Which of the following describes the relationship in the table?	Amount spent + 12 = amount earned	Amount spent × 2 = amount earned	Amount spent + 15 = amount earned	Amount spent − 15 = amount earned		The table below shows the amount of money Hector earned and spent during each of four months.  Which of the following describes the relationship in the table? Amount spent + 12 = amount earned Amount spent × 2 = amount earned Amount spent + 15 = amount earned Amount spent − 15 = amount earned
4211	TX	2013.0	4	Numerical Representations and Relationships	4.2(B)		1	The model below is shaded to represent a fraction greater than 1. Which fraction is represented by the model?	9/4 , because 9 sections are shaded and each figure is divided into 4 equal sections	9/3 , because there are 3 figures and 9 sections are shaded	9/12 , because 9 sections are shaded and there are a total of 12 sections	9/2 , because 9 sections are shaded and 2 figures are completely shaded		The model below is shaded to represent a fraction greater than 1. Which fraction is represented by the model? 9/4 , because 9 sections are shaded and each figure is divided into 4 equal sections 9/3 , because there are 3 figures and 9 sections are shaded 9/12 , because 9 sections are shaded and there are a total of 12 sections 9/2 , because 9 sections are shaded and 2 figures are completely shaded
4212	TX	2013.0	4	Geometry	4.8(C)		1	A three-dimensional figure is shown below. How many more edges than faces does this figure have?	3	8	5	4		A three-dimensional figure is shown below. How many more edges than faces does this figure have? 3 8 5 4
4213	TX	2013.0	4	Operations and Algebraic Thinking	4.4(E)		1	The picture below shows the number of prizes that were in 5 treasure chests.  Mr. Washington opened the chests and put all the prizes into 7 equal groups. How many prizes did Mr. Washington put into each group?	34	1764	36	252		The picture below shows the number of prizes that were in 5 treasure chests.  Mr. Washington opened the chests and put all the prizes into 7 equal groups. How many prizes did Mr. Washington put into each group? 34 1764 36 252
4214	TX	2013.0	4		4.13(B)		1	The graph below shows the number of cans of different types of vegetables on a grocery store shelf.  Based on the graph, how many more cans of corn than cans of peas are on the shelf?	20, because 60 − 40 = 20	16, because 50 − 40 = 16	28, because 64 − 36 = 28	22, because 58 − 36 = 22		The graph below shows the number of cans of different types of vegetables on a grocery store shelf.  Based on the graph, how many more cans of corn than cans of peas are on the shelf? 20, because 60 − 40 = 20 16, because 50 − 40 = 16 28, because 64 − 36 = 28 22, because 58 − 36 = 22
4215	TX	2013.0	4	Data Analysis and Personal Financial Literacy	4.10(A)		1	Which number does point R best represent on the number line below?	617	599	623	609		Which number does point R best represent on the number line below?  617 599 623 609
4216	TX	2013.0	4	Numerical Representations and Relationships	4.2(D)		1	The model below is shaded to represent a number greater than 1. Which fraction and decimal represent this number?	35/100 and 0.35	3 5/10 and 3.5	3 5/100 and 3.5	3 5/10 and 3.05		The model below is shaded to represent a number greater than 1. Which fraction and decimal represent this number? 35/100 and 0.35 3 5/10 and 3.5 3 5/100 and 3.5 3 5/10 and 3.05
4217	TX	2013.0	4	Geometry	4.7(A)		1	The table below shows the total number of computers in different numbers of classrooms in a school.  Which of the following describes the relationship in the table?	Total number of computers − 19 = number of classrooms	Total number of computers ÷ 3 = number of classrooms	Total number of computers − 90 = number of classrooms	Total number of computers ÷ 7 = number of classrooms		The table below shows the total number of computers in different numbers of classrooms in a school.  Which of the following describes the relationship in the table? Total number of computers − 19 = number of classrooms Total number of computers ÷ 3 = number of classrooms Total number of computers − 90 = number of classrooms Total number of computers ÷ 7 = number of classrooms
4218	TX	2013.0	4		4.13(A)		1	Zia is buying a T-shirt for her brother. Her choices of teams, colors, and sizes are shown below.  How many different combinations of 1 team, 1 color, and 1 size are possible?	64	11	48	16		Zia is buying a T-shirt for her brother. Her choices of teams, colors, and sizes are shown below.  How many different combinations of 1 team, 1 color, and 1 size are possible? 64 11 48 16
4219	TX	2013.0	4	Mathematical Process	4.1(B)		1	The model below is shaded to represent a decimal. How is this decimal written in words?	Six and thirty hundredths	Six hundred three	Six and thirty tenths	Six and three hundredths		The model below is shaded to represent a decimal. How is this decimal written in words? Six and thirty hundredths Six hundred three Six and thirty tenths Six and three hundredths
4220	TX	2013.0	4		4.11(A)		1	Benito has 4 video-game players like the one shown below. The line segment represents the width of the video-game player. Use the ruler provided to measure the line segment beside the video-game player to the nearest inch. What is the total width of the 4 video-game players?	3 in.	16 in.	12 in.	4 in.		Benito has 4 video-game players like the one shown below. The line segment represents the width of the video-game player. Use the ruler provided to measure the line segment beside the video-game player to the nearest inch. What is the total width of the 4 video-game players? 3 in. 16 in. 12 in. 4 in.
4221	TX	2013.0	4		4.13(B)		1	The graph below shows the number of math games two people played on a computer during four months.  Based on the graph, which statement is true?	In September Micah played 5 fewer games than Isabel.	In October Isabel played 4 times as many games as Micah.	In November Isabel played 2 more games than Micah.	In December Micah played 2 times as many games as Isabel.		The graph below shows the number of math games two people played on a computer during four months.  Based on the graph, which statement is true? In September Micah played 5 fewer games than Isabel. In October Isabel played 4 times as many games as Micah. In November Isabel played 2 more games than Micah. In December Micah played 2 times as many games as Isabel.
4222	TX	2013.0	4	Geometry	4.8(A)		1	The figure below has 6 labeled angles.  Which list shows only the angles that appear to be right angles?	Angle L, angle M, angle N, and angle P	Angle L, angle P, angle Q, and angle R	Angle Q and angle R	Angle M and angle N		The figure below has 6 labeled angles.  Which list shows only the angles that appear to be right angles? Angle L, angle M, angle N, and angle P Angle L, angle P, angle Q, and angle R Angle Q and angle R Angle M and angle N
4223	TX	2013.0	4	Data Analysis and Personal Financial Literacy	4.10(A)		1	Which point best represents 36 1/4 on the number line below?	Point R	Point S	Point T	Point U		Which point best represents 36 1/4 on the number line below? Point R Point S Point T Point U
4224	TX	2013.0	4	Mathematical Process	4.1(B)		1	The shaded models below represent four different decimal numbers. Which list shows these decimal numbers in order from least to greatest?	0.53    0.41    0.48    0.56	0.41    0.48    0.53    0.56	0.56    0.53    0.48    0.41	0.41    0.53    0.56    0.48		The shaded models below represent four different decimal numbers. Which list shows these decimal numbers in order from least to greatest? 0.53    0.41    0.48    0.56 0.41    0.48    0.53    0.56 0.56    0.53    0.48    0.41 0.41    0.53    0.56    0.48
4225	TX	2013.0	4	Data Analysis and Personal Financial Literacy	4.9(B)		1	Which single transformation is shown below?	Rotation	Translation	Reflection	No transformation is shown.		Which single transformation is shown below? Rotation Translation Reflection No transformation is shown.
4432	TX	2014.0	4	Geometry	4.6(A)		0	In the equation below, the and the represent different numbers.  __ × __ = 72 Which equation is in the same fact family?	72 x __ = __	__ x 72 = __	72 ÷ __ = __	__ ÷ __ = 72		In the equation below, the and the represent different numbers.  __ × __ = 72 Which equation is in the same fact family?  72 x __ = __ __ x 72 = __ 72 ÷ __ = __ __ ÷ __ = 72
4433	TX	2014.0	4	Number and Operations	4.4(E)		0	Niah packed 24 dozen candles into 3 boxes. She packed an equal number of candles into each box. How many candles did Niah pack into each box?	92	96	288	91		Niah packed 24 dozen candles into 3 boxes. She packed an equal number of candles into each box. How many candles did Niah pack into each box?  92 96 288 91
4434	TX	2014.0	4	Geometry	4.8(C)		0	Which statement about a pentagon is true?	It must have parallel sides.	It must have more vertices than sides.	It must have no right angles.	It must have 5 sides.		Which statement about a pentagon is true?  It must have parallel sides. It must have more vertices than sides. It must have no right angles. It must have 5 sides.
4435	TX	2014.0	4	Number and Operations	4.4(D)		0	There are 990 football players on high school teams in a city. Each team has the same number of players. Which group of teams could NOT describe the teams of football players in this city?	45 teams with 22 players on each team	27 teams with 70 players on each team	33 teams with 30 players on each team	18 teams with 55 players on each team		There are 990 football players on high school teams in a city. Each team has the same number of players. Which group of teams could NOT describe the teams of football players in this city?  45 teams with 22 players on each team 27 teams with 70 players on each team 33 teams with 30 players on each team 18 teams with 55 players on each team
4436	TX	2014.0	4	Number and Operations	4.4(E)		0	Isaiah put 301 floor tiles in 7 rows. Each row had the same number of tiles. How many tiles did Isaiah put in each row?	43	41	42	40		Isaiah put 301 floor tiles in 7 rows. Each row had the same number of tiles. How many tiles did Isaiah put in each row?   43 41 42 40
4437	TX	2014.0	4	Geometry	4.8(C)		0	Which figure has exactly 4 vertices?	Square pyramid	Triangular pyramid	Rectangular prism	Triangular prism		Which figure has exactly 4 vertices?  Square pyramid Triangular pyramid Rectangular prism Triangular prism
4438	TX	2014.0	4	Number and Operations	4.4(D)		0	Each of 16 students in a class made a poetry book. Each book contained  24 poems. How many poems are in 16 books?	484	364	384	168		Each of 16 students in a class made a poetry book. Each book contained  24 poems. How many poems are in 16 books? 484 364 384 168
4439	TX	2014.0	4	Number and Operations	4.4(E)		0	Isabel has 745 strawberries. She separated the strawberries into 5 equal groups.  How many strawberries are in 2 of the groups?	202, because 745 ÷ 5 = 101 and 101 × 2 = 202	282, because 745 ÷ 5 = 141 and 141 × 2 = 282	298, because 745 ÷ 5 = 149 and 149 × 2 = 298	290, because 745 ÷ 5 = 145 and 145 × 2 = 290		Isabel has 745 strawberries. She separated the strawberries into 5 equal groups.  How many strawberries are in 2 of the groups?  202, because 745 ÷ 5 = 101 and 101 × 2 = 202 282, because 745 ÷ 5 = 141 and 141 × 2 = 282 298, because 745 ÷ 5 = 149 and 149 × 2 = 298 290, because 745 ÷ 5 = 145 and 145 × 2 = 290
4440	TX	2014.0	4		4.11(A)		0	Which of these is closest to the width of a student’s chair?	15 feet	15 yards	15 miles	15 inches		Which of these is closest to the width of a student’s chair?   15 feet 15 yards 15 miles 15 inches
4441	TX	2014.0	4	Personal Financial Literacy	4.10(A)		1	Which number does point U represent on the number line below?	14 2/4	13 3/4	12 2/4	13 2/4		Which number does point U represent on the number line below?  14 2/4 13 3/4 12 2/4 13 2/4
4442	TX	2014.0	4	Number and Operations	4.2(D)		1	The models below are shaded to represent four different fractions Which decimal is NOT represented by one of these models?	0.037	0.4	0.68	0.5		The models below are shaded to represent four different fractions Which decimal is NOT represented by one of these models?  0.037 0.4 0.68 0.5
4443	TX	2014.0	4		4.11(A)		1	Terrence drew a figure. Each side of the figure is the same length as the line segment below. Use the ruler provided to measure the line segment to the nearest inch.    This figure could be a —	square with a perimeter of 6 inches	triangle with a perimeter of 6 inches	square with a perimeter of 12 inches	triangle with a perimeter of 12 inches		Terrence drew a figure. Each side of the figure is the same length as the line segment below. Use the ruler provided to measure the line segment to the nearest inch.    This figure could be a — square with a perimeter of 6 inches triangle with a perimeter of 6 inches square with a perimeter of 12 inches triangle with a perimeter of 12 inches
4444	TX	2014.0	4		4.12(B)		1	The watch below shows the time Edward finished a hike on Saturday afternoon. Edward began the hike on Saturday at 10:15 A.M. How long did he hike?	5 hours 20 minutes	6 hours 20 minutes	5 hours 40 minutes	7 hours 40 minutes		The watch below shows the time Edward finished a hike on Saturday afternoon. Edward began the hike on Saturday at 10:15 A.M. How long did he hike? 5 hours 20 minutes 6 hours 20 minutes 5 hours 40 minutes 7 hours 40 minutes
4445	TX	2014.0	4	Geometry	4.9(B)		1	Which list shows only rotations of Figure 1?	Figures L and N	Figures M, P, and Q only	Figures M and Q only	Figures L, M, P, and Q		Which list shows only rotations of Figure 1?  Figures L and N Figures M, P, and Q only Figures M and Q only Figures L, M, P, and Q
4446	TX	2014.0	4	Geometry	4.7(A)		1	Adam puts the same number of cherry tomatoes on each salad he makes in his restaurant. The table below show  Which statement describes the relationship between the number of salads andthe number of cherry tomatoes?	The number of salads × 4 = the number of cherry tomatoes	The number of salads + 10 = the number of cherry tomatoes	The number of salads  × 5 = the number of cherry tomatoes	The number of salads  + 100 = the number of cherry tomatoes		Adam puts the same number of cherry tomatoes on each salad he makes in his restaurant. The table below show  Which statement describes the relationship between the number of salads andthe number of cherry tomatoes?  The number of salads × 4 = the number of cherry tomatoes The number of salads + 10 = the number of cherry tomatoes The number of salads  × 5 = the number of cherry tomatoes The number of salads  + 100 = the number of cherry tomatoes
4447	TX	2014.0	4	Number and Operations	4.2(C)		1	A group of fraction bars is shown below.  Which list shows fractions in order from greatest to least?	1/4, 2/5, 3/6, 2/3	3/6, 2/5, 1/4, 2/3	2/3, 3/6 , 1/4, 2/5	2/3, 3/6, 2/5, 1/4		A group of fraction bars is shown below.  Which list shows fractions in order from greatest to least?  1/4, 2/5, 3/6, 2/3 3/6, 2/5, 1/4, 2/3 2/3, 3/6 , 1/4, 2/5 2/3, 3/6, 2/5, 1/4
4448	TX	2014.0	4		4.13(B)		1	Evan tries to burn 500 calories each time he exercises. The graph below shows the number of minutes that each type of exercise must be done in order to burn 500 calories.   Based on the graph, how many more minutes of walking than aerobics must  Evan do in order to burn 500 calories?	75 min, because 120−45 = 75	165 min, because 120 + 45 = 165	80 min, because 120 − 40=80	170 min, because 120 + 50 = 170		Evan tries to burn 500 calories each time he exercises. The graph below shows the number of minutes that each type of exercise must be done in order to burn 500 calories.   Based on the graph, how many more minutes of walking than aerobics must  Evan do in order to burn 500 calories?  75 min, because 120−45 = 75 165 min, because 120 + 45 = 165 80 min, because 120 − 40=80 170 min, because 120 + 50 = 170
4449	TX	2014.0	4	Geometry	4.8(B)		1	A figure is shown below.  Which two line segments appear to be parallel?	Line segments LM and NP	Line segments MN and NP	Line segments JK and JP	Line segments KL and LM		A figure is shown below.  Which two line segments appear to be parallel?  Line segments LM and NP Line segments MN and NP Line segments JK and JP Line segments KL and LM
4450	TX	2014.0	4		4.11(D)		1	Two towers in the shape of rectangular prisms are modeled below. The volume of Tower 1 is 125 cubic feet. What is the best estimate of the volume of Tower 2 in cubic feet?	More than 300 cubic feet	Between 100 cubic feet and 200 cubic feet	Between 40 cubic feet and 60 cubic feet	Less than 10 cubic feet		Two towers in the shape of rectangular prisms are modeled below. The volume of Tower 1 is 125 cubic feet. What is the best estimate of the volume of Tower 2 in cubic feet?  More than 300 cubic feet Between 100 cubic feet and 200 cubic feet Between 40 cubic feet and 60 cubic feet Less than 10 cubic feet
4451	TX	2014.0	4	Personal Financial Literacy	4.10(A)		1	Which point represents 413 on the number line below?	Point Q	Point R	Point S	Point T		Which point represents 413 on the number line below?  Point Q Point R Point S Point T
4452	TX	2014.0	4	Mathematical Process	4.1(B)		1	A book has a mass of 1.75 kilograms, as represented by the shaded model below. How is the mass of the book written in words?	One hundred seventy-five kilograms	One and seventy-five hundredths kilograms	Seventeen and five-tenths kilograms	One and seventy-five tenths kilograms		A book has a mass of 1.75 kilograms, as represented by the shaded model below. How is the mass of the book written in words?  One hundred seventy-five kilograms One and seventy-five hundredths kilograms Seventeen and five-tenths kilograms One and seventy-five tenths kilograms
